9588,-2688,-7096,-32768,32767,4799,262,-352,-533
11876,148,-7656,-32768,32767,2786,431,-315,-402
11364,3124,-7992,-32599,32767,1739,431,-315,-402
10332,5836,-7744,-26264,32767,1784,431,-315,-402
10100,5080,-6976,-19681,32767,2081,431,-315,-402
15016,16440,-7884,-5351,32767,5664,431,-315,-402
17032,16284,-10336,10587,32767,8461,431,-315,-402
14112,-4012,-12880,10142,32767,6222,431,-315,-402
11700,-12744,-13400,4990,32767,106,431,-315,-402
12332,-15636,-12036,-560,32767,-4103,431,-315,-402
14536,-13908,-12024,-3824,32767,-5457,431,-315,-402
16220,-7956,-12044,-4176,32767,-6016,431,-315,-402
14644,-5452,-11856,-3336,32767,-7309,431,-315,-402
12896,-6820,-12056,-3471,32767,-9859,431,-315,-402
12116,-8432,-12168,-4340,32767,-12199,431,-315,-402
12992,-7756,-11048,-4079,32767,-13460,431,-315,-402
12260,-7996,-10004,-3026,32767,-13094,431,-315,-402
13688,-7572,-9248,-930,32767,-11281,431,-315,-402
12160,-9380,-8520,142,32767,-10522,431,-315,-402
15076,-10176,-8856,-72,31141,-10652,431,-315,-402
15312,-9752,-8688,-360,28765,-10680,431,-315,-402
16052,-9532,-8336,-194,26855,-10174,431,-315,-402
16404,-9592,-8376,-1050,24289,-9709,431,-315,-402
16296,-9736,-8352,-2014,22569,-9599,431,-315,-402
16640,-9604,-8056,-3416,21041,-9449,431,-315,-402
15764,-8120,-7132,-4282,19185,-8952,431,-315,-402
16516,-7580,-6888,-5048,17835,-8152,431,-315,-402
15600,-6744,-6264,-5073,16584,-7135,431,-315,-402
14280,-5628,-5932,-4548,16063,-6137,431,-315,-402
15272,-5004,-5948,-4837,15811,-5428,431,-315,-402
15828,-4468,-5676,-4609,15202,-4791,431,-250,-73
14428,-4340,-4856,-4448,14857,-4560,578,-250,-73
14128,-2460,-4336,-3627,13774,-3764,578,-250,-73
14604,-2212,-4320,-3281,13872,-3534,578,-250,-73
15568,-1816,-4612,-2539,13359,-3194,578,-250,-73
16072,-1936,-4764,-1470,13065,-3330,578,-250,-73
16432,-2380,-4504,-1446,12321,-3071,578,-250,-73
16344,-1900,-4416,-1096,11656,-2667,578,-250,-73
16444,-1944,-3996,-299,11136,-2322,578,-250,-73
17196,-1936,-4024,15,10081,-1657,578,-250,-73
17840,-2552,-4004,410,9191,-1599,578,-250,-73
17608,-3392,-3816,433,8272,-1399,578,-250,-73
17684,-4044,-3976,255,7387,-1337,578,-250,-73
17596,-4652,-3140,366,6584,-889,578,-250,-73
17524,-5564,-2592,237,6196,39,578,-250,-73
17908,-6484,-2472,109,6044,1167,578,-250,-73
18288,-6748,-2284,36,5788,2103,568,-243,-32
17732,-7660,-2056,412,6442,4076,568,-243,-32
18864,-7716,-2428,76,6161,4275,568,-243,-32
19208,-8024,-2844,-844,5577,4019,568,-243,-32
19456,-7788,-3004,-1608,4828,3752,568,-243,-32
19364,-7260,-2832,-1792,4021,3900,568,-243,-32
19404,-6968,-2748,-1752,3037,4004,568,-243,-32
18600,-7068,-2392,-1990,2353,3990,568,-243,-32
18580,-6544,-2472,-2008,1344,4283,568,-243,-32
18524,-6492,-2988,-1918,304,4434,568,-243,-32
17964,-6508,-2964,-1961,-487,4347,568,-243,-32
17408,-6112,-3132,-1888,-1143,4504,568,-243,-32
16516,-5996,-3000,-1683,-1736,4524,568,-243,-32
16152,-6100,-2736,-1650,-2222,4575,568,-243,-32
15420,-6248,-2972,-1686,-2592,4546,568,-243,-32
14908,-6344,-2876,-1713,-2841,4519,558,-263,-16
14332,-6576,-3100,-1741,-2774,4442,558,-263,-16
14016,-6576,-3288,-1772,-2590,4294,558,-263,-16
13940,-6668,-3476,-1842,-2409,4214,558,-263,-16
14016,-6716,-3408,-1827,-2380,4203,558,-263,-16
14068,-7124,-3688,-1714,-2380,4142,558,-263,-16
14180,-7380,-3716,-1688,-2446,3986,558,-263,-16
13940,-7668,-3916,-1665,-2399,3765,558,-263,-16
13952,-7692,-4072,-1694,-2586,3678,558,-263,-16
13864,-7684,-4220,-1614,-2630,3565,558,-263,-16
13644,-7864,-4248,-1562,-2566,3428,558,-263,-16
13468,-7844,-4304,-1429,-2442,3312,558,-263,-16
13548,-7908,-4336,-1322,-2364,3137,558,-263,-16
13372,-7956,-4544,-1260,-2256,2989,558,-263,-16
13200,-8252,-4460,-1175,-2111,2807,558,-263,-16
13120,-8144,-4388,-1161,-1922,2640,559,-286,-29
13052,-8172,-4320,-1168,-1696,2436,559,-286,-29
12968,-8044,-4612,-1191,-1545,2212,559,-286,-29
13020,-8084,-4688,-1167,-1367,1958,559,-286,-29
13028,-7760,-4676,-1136,-1278,1709,559,-286,-29
12948,-7696,-4868,-1072,-1116,1439,559,-286,-29
12928,-7688,-4860,-961,-1019,1178,559,-286,-29
12844,-7596,-4564,-858,-898,940,559,-286,-29
13032,-7632,-4696,-818,-807,770,559,-286,-29
13052,-7708,-4804,-785,-686,631,559,-286,-29
13208,-7612,-4672,-749,-568,511,559,-286,-29
13200,-7672,-4996,-739,-477,402,559,-286,-29
13308,-7628,-4704,-741,-394,309,559,-286,-29
13204,-7540,-4764,-694,-318,199,559,-286,-29
13148,-7468,-4616,-662,-255,88,559,-286,-29
13228,-7428,-4732,-512,-124,14,559,-286,-29
13256,-7788,-4524,-402,54,-57,551,-291,-38
13392,-7976,-4520,-409,215,-143,551,-291,-38
13544,-8016,-4360,-499,323,-158,551,-291,-38
13628,-7812,-4376,-598,504,-178,551,-291,-38
13744,-7852,-4304,-616,625,-156,551,-291,-38
13900,-7688,-4428,-646,696,-177,551,-291,-38
13944,-7456,-4396,-555,685,-187,551,-291,-38
13976,-7300,-4444,-532,622,-192,551,-291,-38
14108,-7284,-4492,-439,559,-214,551,-291,-38
14200,-7336,-4368,-346,524,-237,551,-291,-38
14300,-7596,-4080,-230,420,-345,551,-291,-38
14340,-7976,-4132,-291,356,-399,551,-291,-38
14368,-8116,-3944,-416,377,-424,551,-291,-38
14496,-8052,-3908,-539,408,-472,551,-291,-38
14612,-8028,-3804,-654,442,-511,551,-291,-38
14668,-7884,-3748,-669,472,-512,547,-286,-32
14844,-7752,-3892,-672,391,-516,547,-286,-32
15036,-7592,-4052,-682,281,-519,547,-286,-32
15076,-7520,-4128,-682,125,-490,547,-286,-32
14940,-7428,-4124,-669,-62,-439,547,-286,-32
14924,-7336,-4076,-673,-297,-346,547,-286,-32
14896,-7480,-4024,-634,-470,-233,547,-286,-32
14684,-7480,-3772,-579,-562,-42,547,-286,-32
14632,-7660,-3928,-575,-609,96,547,-286,-32
14612,-7832,-3968,-606,-615,229,547,-286,-32
14444,-7692,-3912,-719,-583,374,547,-286,-32
14560,-7688,-4000,-801,-561,524,547,-286,-32
14620,-7552,-4208,-843,-538,600,547,-286,-32
14664,-7368,-4124,-865,-531,667,547,-286,-32
14668,-7232,-4116,-829,-607,716,547,-286,-32
14604,-7132,-4248,-777,-743,723,547,-286,-32
14588,-7244,-4048,-674,-889,675,558,-291,-38
14500,-7168,-4208,-660,-1036,562,558,-291,-38
14372,-7268,-4044,-650,-1107,500,558,-291,-38
14268,-7252,-4216,-626,-1146,351,558,-291,-38
14036,-7316,-4364,-588,-1152,297,558,-291,-38
14060,-7372,-4188,-558,-1163,222,558,-291,-38
13984,-7316,-4312,-528,-1132,141,558,-291,-38
14176,-7508,-4484,-491,-1171,48,558,-291,-38
14192,-7648,-4184,-507,-1208,0,558,-291,-38
14468,-7892,-4656,-629,-1343,-137,558,-291,-38
14360,-7604,-4540,-536,-1520,-124,558,-291,-38
13976,-7648,-4492,-439,-1466,-97,558,-291,-38
13532,-7856,-4456,-369,-1194,-25,558,-291,-38
13032,-7824,-4232,4,-831,248,558,-291,-38
13680,-7980,-4568,-318,-624,95,558,-291,-38
13888,-7852,-4472,-456,-440,11,558,-291,-38
13776,-7876,-4560,-518,-410,70,549,-293,-52
13684,-7724,-4676,-537,-358,98,549,-293,-52
13680,-7788,-4576,-510,-212,95,549,-293,-52
13796,-7620,-4556,-452,-143,102,549,-293,-52
13804,-7512,-4644,-420,-110,54,549,-293,-52
13840,-7452,-4616,-418,-98,28,549,-293,-52
13828,-7364,-4608,-374,-72,-65,549,-293,-52
13860,-7360,-4568,-313,-18,-151,549,-293,-52
13740,-7324,-4680,-254,33,-223,549,-293,-52
13872,-7312,-4612,-209,99,-293,549,-293,-52
13936,-7340,-4716,-201,114,-370,549,-293,-52
13936,-7404,-4476,-191,120,-397,549,-293,-52
14060,-7448,-4516,-214,85,-408,549,-293,-52
14104,-7492,-4604,-260,84,-403,549,-293,-52
14084,-7372,-4600,-263,54,-385,549,-293,-52
14116,-7340,-4440,-286,36,-364,551,-291,-39
14012,-7344,-4640,-276,30,-383,551,-291,-39
14116,-7316,-4448,-220,13,-340,551,-291,-39
14152,-7400,-4540,-234,-65,-370,551,-291,-39
14260,-7568,-4468,-262,-90,-359,551,-291,-39
14200,-7676,-4532,-293,-138,-376,551,-291,-39
14232,-7648,-4444,-360,-214,-427,551,-291,-39
14072,-7556,-4376,-177,-209,-191,551,-291,-39
14384,-7856,-4364,-235,-110,-287,551,-291,-39
14580,-7824,-4468,-404,-155,-452,551,-291,-39
14604,-7984,-4452,-529,-270,-535,551,-291,-39
14648,-7752,-4352,-522,-376,-481,551,-291,-39
14480,-7836,-4436,-513,-409,-498,551,-291,-39
14452,-7728,-4416,-499,-400,-572,551,-291,-39
14472,-7668,-4420,-508,-453,-580,551,-291,-39
14188,-7608,-4360,-362,-455,-500,551,-291,-39
14368,-7640,-4480,-619,-573,-608,560,-290,-48
14252,-7472,-4736,-544,-561,-594,560,-290,-48
14112,-7492,-4348,-578,-633,-510,560,-290,-48
14124,-7508,-4500,-495,-681,-559,560,-290,-48
13996,-7396,-4424,-461,-629,-488,560,-290,-48
13876,-7644,-4452,-333,-563,-498,560,-290,-48
13888,-7752,-4580,-358,-531,-465,560,-290,-48
13992,-7644,-4644,-503,-548,-643,560,-290,-48
14104,-7696,-4696,-502,-479,-667,560,-290,-48
13912,-7700,-4492,-553,-510,-676,560,-290,-48
13756,-7588,-4736,-452,-526,-722,560,-290,-48
13736,-7412,-4524,-400,-485,-799,560,-290,-48
13616,-7484,-4844,-358,-459,-793,560,-290,-48
13652,-7556,-4812,-271,-479,-905,560,-290,-48
13840,-7592,-4992,-377,-508,-1029,560,-290,-48
13700,-7632,-4844,-409,-525,-1187,560,-290,-48
13624,-7496,-4928,-237,-569,-1151,550,-288,-58
13700,-7640,-4832,-318,-521,-1240,550,-288,-58
13596,-7568,-5108,-183,-549,-1479,550,-288,-58
13768,-7724,-4704,-149,-609,-1570,550,-288,-58
13772,-8032,-4888,-82,-662,-1757,550,-288,-58
13700,-8320,-4900,-156,-729,-1946,550,-288,-58
13780,-8304,-4604,-253,-757,-2177,550,-288,-58
13828,-8240,-4668,-349,-707,-2317,550,-288,-58
13728,-8148,-4720,-379,-617,-2392,550,-288,-58
14012,-8008,-4876,-488,-551,-2669,550,-288,-58
13912,-7772,-4700,-418,-551,-2684,550,-288,-58
