,ax,ay,az,gx,gy,gz,cx,cy,cz
525,691,4034,-1046,2572,3371,129,-180,635,-113
526,627,4048,-844,3042,3665,184,-180,635,-113
527,604,4023,-738,3559,4045,313,-180,635,-113
528,611,3921,-515,4122,4438,420,-180,635,-113
529,605,3802,-440,4643,4824,548,-167,621,-183
530,626,3695,-297,5024,5154,528,-167,621,-183
531,865,3670,-264,5342,5361,691,-167,621,-183
532,628,3500,-178,5499,5687,743,-167,621,-183
533,724,3291,80,5519,5846,705,-167,621,-183
534,840,3305,18,5397,5915,749,-167,621,-183
535,823,3262,-192,5212,5956,652,-167,621,-183
536,834,3347,-653,5002,6155,485,-167,621,-183
537,998,3413,-1116,4879,6220,281,-167,621,-183
538,964,3191,-1804,4572,6230,102,-167,621,-183
539,1024,3232,-2185,4049,6258,-103,-167,621,-183
540,1212,3291,-2520,3435,6080,-260,-167,621,-183
541,1215,3284,-2738,2959,5825,-379,-167,621,-183
542,1274,3248,-2705,2469,5488,-467,-167,621,-183
543,1258,3292,-2702,2233,5034,-493,-167,621,-183
544,1173,3287,-2652,2105,4705,-435,-167,621,-183
545,1110,3262,-2596,2070,4462,-386,-147,601,-281
546,1161,3087,-2434,1915,4209,-313,-147,601,-281
547,1193,3080,-2212,1674,4004,-219,-147,601,-281
548,1228,3222,-2077,1486,3568,-108,-147,601,-281
549,1122,3272,-2015,1360,3332,-42,-147,601,-281
550,1154,3276,-1913,1275,3188,24,-147,601,-281
551,1136,3398,-1889,1340,3124,47,-147,601,-281
552,1149,3415,-1960,1442,3162,22,-147,601,-281
553,1226,3429,-2063,1563,3070,-60,-147,601,-281
554,1263,3404,-2253,1685,3030,-78,-147,601,-281
555,1278,3365,-2601,1743,2953,-147,-147,601,-281
556,1285,3274,-3027,1727,2782,-151,-147,601,-281
557,1252,3201,-3301,1463,2603,-196,-147,601,-281
558,1379,3219,-3432,1075,2314,-255,-147,601,-281
559,1428,3280,-3401,682,2021,-297,-147,601,-281
560,1451,3271,-3275,333,1680,-336,-126,592,-318
561,1470,3274,-3036,67,1349,-389,-126,592,-318
562,1524,3258,-2678,-267,1041,-421,-126,592,-318
563,1441,3369,-2342,-525,876,-444,-126,592,-318
564,1422,3461,-2133,-595,780,-452,-126,592,-318
565,1324,3507,-2009,-521,797,-482,-126,592,-318
566,1359,3557,-1844,-322,781,-472,-126,592,-318
567,1120,3421,-1761,-165,1007,-370,-126,592,-318
568,998,3460,-1676,41,1388,-320,-126,592,-318
569,934,3436,-1677,197,1665,-274,-126,592,-318
570,1123,3443,-1660,382,1682,-286,-126,592,-318
571,1135,3285,-1555,446,1531,-197,-126,592,-318
572,1027,3458,-1575,546,1625,-164,-126,592,-318
573,1050,3430,-1584,558,1731,-134,-126,592,-318
574,1163,3409,-1507,518,1797,-111,-126,592,-318
575,1271,3489,-1576,429,1797,-106,-126,592,-318
576,1146,3525,-1433,297,1940,-62,-116,583,-324
577,1025,3610,-1469,134,2483,-69,-116,583,-324
578,1273,3743,-1491,148,2736,-107,-116,583,-324
579,1346,3725,-1444,177,2960,-201,-116,583,-324
580,1409,3830,-1441,300,3112,-353,-116,583,-324
581,1395,3728,-1341,291,3319,-484,-116,583,-324
582,1593,3717,-1265,132,3298,-557,-116,583,-324
583,1446,3680,-1231,-44,3453,-592,-116,583,-324
584,1441,3871,-1381,-98,3655,-680,-116,583,-324
585,1402,3950,-1295,32,3759,-733,-116,583,-324
586,1472,3847,-1397,246,3841,-839,-116,583,-324
587,1508,3729,-1495,382,4025,-926,-116,583,-324
588,1587,3677,-1589,384,4243,-938,-116,583,-324
589,1494,3687,-1789,429,4475,-996,-116,583,-324
590,1577,3698,-2041,543,4500,-1000,-116,583,-324
591,1595,3680,-2571,705,4414,-1116,-116,583,-324
592,1723,3578,-2855,789,4064,-1135,-108,578,-337
593,1788,3399,-3143,679,3477,-1134,-108,578,-337
594,1778,3264,-3341,427,2934,-1102,-108,578,-337
595,1735,3078,-3312,4,2286,-1033,-108,578,-337
596,1792,2942,-3080,-499,1548,-889,-108,578,-337
597,1581,3056,-2966,-940,922,-742,-108,578,-337
598,1562,3154,-2781,-1232,423,-699,-108,578,-337
599,1569,3307,-2584,-1533,-2,-697,-108,578,-337
600,1583,3425,-2523,-1673,-437,-712,-108,578,-337
601,1501,3406,-2748,-1879,-750,-745,-108,578,-337
602,1442,3326,-3153,-2188,-1039,-789,-108,578,-337
603,1440,3399,-3562,-2568,-1555,-846,-108,578,-337
604,1670,3250,-4119,-3012,-2495,-820,-108,578,-337
605,1888,3101,-5415,-3367,-3789,-749,-108,578,-337
606,2062,2976,-6638,-3642,-5608,-638,-108,578,-337
607,2417,2696,-8009,-4359,-8040,-357,-125,599,-306
608,2859,2738,-9504,-5074,-10791,-80,-125,599,-306
609,3322,2553,-10134,-5808,-13620,73,-125,599,-306
610,3916,2459,-10085,-6743,-16346,189,-125,599,-306
611,4539,2341,-9278,-7092,-18574,271,-125,599,-306
612,4854,1920,-8259,-7322,-20000,486,-125,599,-306
613,5217,1654,-7134,-7244,-20641,713,-125,599,-306
614,5828,1053,-5553,-6426,-21041,1342,-125,599,-306
615,6346,650,-3148,-6397,-21554,1887,-125,599,-306
616,6235,438,392,-7378,-21879,2121,-125,599,-306
617,5991,1275,3169,-8660,-23006,2058,-125,599,-306
618,3409,2451,5411,-9278,-21612,1807,-125,599,-306
619,2061,3636,7731,-8710,-19845,1345,-125,599,-306
620,878,4916,7772,-6912,-17752,1049,-125,599,-306
621,279,4657,6398,-5904,-14684,1055,-125,599,-306
622,1022,4866,3476,-5022,-12543,929,-125,599,-306
623,1178,4580,541,-4886,-11240,539,-125,599,-306
624,1579,4175,-1267,-5776,-10678,205,-125,599,-306
625,1506,4681,-1291,-6185,-10258,-94,-125,599,-306
626,1660,5204,-399,-5391,-9754,-314,-125,599,-306
627,1442,5005,501,-4478,-9488,-395,-125,599,-306
628,1006,4610,1307,-3710,-9139,-444,-125,599,-306
629,751,4025,1743,-3602,-8950,-619,-125,599,-306
630,649,3835,2006,-3712,-8160,-544,-125,599,-306
631,251,4003,2132,-3420,-7140,-488,-125,599,-306
632,-97,3920,1816,-3390,-5847,-259,-125,599,-306
633,-240,4308,1382,-2905,-4830,-301,-125,599,-306
634,-124,4365,896,-2164,-4191,-496,-125,599,-306
635,7,4331,632,-1443,-3511,-647,-125,599,-306
636,352,4009,710,-1333,-2823,-555,-125,599,-306
637,306,4063,653,-958,-2398,-486,-125,599,-306
638,166,3840,534,-663,-1951,-325,-156,620,-10
639,447,3013,1221,-1122,-1681,-73,-156,620,-10
640,83,3636,222,-1147,-1381,-71,-156,620,-10
641,77,3721,225,-741,-784,44,-156,620,-10
642,165,3565,592,-783,-445,181,-156,620,-10
643,123,3640,621,-913,-77,303,-156,620,-10
644,200,3996,350,-709,351,398,-156,620,-10
645,314,4019,-22,-485,723,459,-156,620,-10
646,609,4019,-344,-453,725,466,-156,620,-10
647,659,4109,-701,-514,632,431,-156,620,-10
648,647,4229,-935,-579,560,396,-156,620,-10
649,666,4304,-915,-627,476,349,-156,620,-10
650,685,4343,-868,-675,389,288,-156,620,-10
651,624,4427,-899,-642,333,225,-156,620,-10
652,600,4342,-1062,-607,295,144,-156,620,-10
653,608,4261,-1062,-620,196,69,-156,620,-10
654,564,4244,-1010,-576,82,15,-152,627,-3
655,546,4277,-813,-503,4,-26,-152,627,-3
656,520,4237,-629,-497,-38,-52,-152,627,-3
657,480,4246,-570,-540,-14,-75,-152,627,-3
658,505,4229,-491,-592,-28,-91,-152,627,-3
659,483,4245,-452,-546,-23,-119,-152,627,-3
660,480,4273,-322,-430,-25,-144,-152,627,-3
661,424,4255,-233,-275,22,-174,-152,627,-3
662,406,4186,-249,-141,88,-184,-152,627,-3
663,383,4084,-287,-69,143,-183,-152,627,-3
664,452,4019,-359,-41,164,-173,-152,627,-3
665,460,3944,-502,-40,137,-163,-152,627,-3
666,454,3919,-485,-38,91,-148,-152,627,-3
667,425,3903,-442,-22,58,-131,-152,627,-3
668,379,3863,-376,-3,52,-94,-152,627,-3
669,349,3809,-266,32,112,-45,-152,627,-3
670,306,3775,-243,99,225,17,-152,627,-3
671,330,3819,-186,161,348,73,-146,617,-1
672,396,3878,-280,231,426,112,-146,617,-1
673,472,3927,-557,310,442,121,-146,617,-1
674,511,3966,-774,305,385,103,-146,617,-1
675,518,4033,-983,214,259,69,-146,617,-1
676,536,4080,-937,174,124,44,-146,617,-1
677,449,4079,-829,202,32,31,-146,617,-1
678,399,4090,-802,274,22,20,-146,617,-1
679,353,4043,-870,328,50,19,-146,617,-1
680,413,4050,-888,325,89,18,-146,617,-1
681,390,4072,-896,317,101,6,-146,617,-1
682,387,4106,-847,367,110,-18,-146,617,-1
683,430,4121,-774,444,95,-41,-146,617,-1
684,418,4090,-684,462,82,-49,-146,617,-1
685,441,4071,-597,450,106,-48,-146,617,-1
686,374,4007,-587,428,176,-46,-146,617,-1
687,349,3946,-612,408,260,-25,-156,622,-6
688,360,3875,-609,377,324,-1,-156,622,-6
689,364,3825,-606,374,366,26,-156,622,-6
690,358,3852,-665,387,410,67,-156,622,-6
691,335,3812,-580,386,460,107,-156,622,-6
692,329,3843,-571,345,542,141,-156,622,-6
693,335,3854,-540,314,648,193,-156,622,-6
694,393,3930,-524,307,753,225,-156,622,-6
695,413,4010,-436,361,865,251,-156,622,-6
696,457,4109,-470,494,945,242,-156,622,-6
697,462,4189,-520,667,1034,227,-156,622,-6
698,458,4201,-524,826,1093,213,-156,622,-6
699,469,4091,-435,965,1162,195,-156,622,-6
700,488,4084,-362,1122,1204,196,-156,622,-6
701,445,4053,-274,1290,1300,209,-156,622,-6
702,459,4005,-296,1447,1439,245,-156,622,-6
703,376,3985,-348,1587,1628,292,-156,622,-6
704,420,4031,-341,1733,1818,322,-151,629,-26
705,531,4078,-416,1819,1927,318,-151,629,-26
706,467,4160,-535,2014,2124,327,-151,629,-26
707,632,4055,-474,2059,2190,304,-151,629,-26
708,563,4048,-630,2015,2270,296,-151,629,-26
709,495,4132,-576,2044,2476,298,-151,629,-26
710,552,3970,-441,2118,2670,307,-151,629,-26
711,558,3871,-476,2039,2910,324,-151,629,-26
712,483,4022,-423,2082,3164,351,-151,629,-26
713,493,3925,-334,2093,3476,371,-151,629,-26
714,527,3896,-289,2053,3762,405,-151,629,-26
715,529,3951,-258,2087,4123,434,-151,629,-26
716,545,3858,-277,2022,4528,493,-151,629,-26
717,624,3725,-270,1966,4927,519,-151,629,-26
718,580,3806,-320,1836,5305,585,-151,629,-26
719,588,3851,-324,1878,5704,612,-151,629,-26
720,602,3736,-483,1949,6166,615,-145,622,-87
721,790,4278,-273,2466,6520,557,-145,622,-87
722,951,3736,-431,2262,6811,604,-145,622,-87
723,917,3598,-595,1906,7073,627,-145,622,-87
724,897,4132,-470,2370,7369,571,-145,622,-87
725,1187,3487,-351,2538,7193,156,-145,622,-87
726,1198,4157,-440,2151,7310,459,-145,622,-87
727,1430,4138,-623,2628,7233,278,-145,622,-87
728,1348,3920,-836,2828,7098,204,-145,622,-87
729,1285,3854,-994,2754,7114,276,-145,622,-87
730,1357,3817,-1244,2656,7143,288,-145,622,-87
731,1313,3979,-1581,2832,6999,234,-145,622,-87
732,1274,3991,-2012,2907,6836,145,-145,622,-87
733,1342,3964,-2411,2904,6526,68,-145,622,-87
734,1437,4054,-2775,3052,6012,-54,-145,622,-87
735,1372,3840,-3040,3063,5431,-122,-145,622,-87
736,1277,3725,-3118,2772,4868,-197,-145,622,-87
737,1259,3818,-3039,2533,4324,-249,-145,622,-87
738,1374,3725,-2971,2299,3564,-406,-145,622,-87
739,1171,3729,-2841,2091,2998,-393,-145,622,-87
740,947,3800,-2790,1979,2791,-264,-145,622,-87
741,821,3515,-2800,1785,2734,-316,-145,622,-87
742,840,3463,-2639,1465,2677,-306,-145,622,-87
743,1003,3380,-2390,1099,2481,-242,-145,622,-87
744,1002,3487,-2234,905,2365,-197,-145,622,-87
745,1019,3665,-2284,926,2294,-130,-145,622,-87
746,941,3532,-2152,881,2325,-165,-145,622,-87
747,1016,3648,-2097,867,2378,-164,-145,622,-87
748,968,3543,-1926,704,2450,-247,-145,622,-87
749,1028,3705,-1878,712,2521,-270,-145,622,-87
750,1145,3690,-1915,764,2419,-368,-145,622,-87
751,1114,3796,-1655,781,2407,-451,-147,622,-194
752,1071,3939,-1657,833,2587,-568,-147,622,-194
753,1153,3911,-1607,908,2705,-738,-147,622,-194
754,866,3808,-1473,963,3172,-714,-147,622,-194
755,961,3753,-1346,1185,3481,-722,-147,622,-194
756,999,3518,-1335,1341,3655,-705,-147,622,-194
757,984,3353,-1136,1305,3760,-636,-147,622,-194
758,934,3336,-1036,1274,3867,-553,-147,622,-194
759,971,3367,-990,1223,4009,-434,-147,622,-194
760,892,3385,-935,1243,4172,-392,-147,622,-194
761,946,3421,-901,1264,4377,-348,-147,622,-194
762,1024,3485,-849,1282,4533,-318,-147,622,-194
763,1036,3558,-905,1273,4686,-332,-147,622,-194
764,1095,3647,-885,1293,4881,-343,-147,622,-194
765,1180,3723,-867,1319,5020,-351,-147,622,-194
766,1136,3824,-910,1454,5184,-385,-147,622,-194
767,1103,3811,-967,1559,5425,-454,-133,607,-231
768,1228,3885,-962,1652,5600,-539,-133,607,-231
769,1221,3975,-1042,1752,5777,-603,-133,607,-231
770,1308,4010,-1113,1879,5910,-685,-133,607,-231
771,1320,4032,-1143,2004,6012,-790,-133,607,-231
772,1518,3998,-1100,2166,5802,-901,-133,607,-231
773,1257,3948,-1214,2176,5821,-1034,-133,607,-231
774,1607,3926,-1398,2174,5598,-1204,-133,607,-231
775,1069,3705,-1303,2049,6201,-1213,-133,607,-231
776,1186,3640,-1293,1921,6493,-1239,-133,607,-231
777,1468,3605,-1239,1892,6277,-1196,-133,607,-231
778,1243,3589,-1599,1876,6278,-1237,-133,607,-231
779,1255,3644,-1658,1950,6287,-1274,-133,607,-231
780,1265,3558,-1781,1873,6298,-1288,-133,607,-231
781,1309,3484,-1876,1735,6342,-1313,-133,607,-231
782,1307,3600,-1962,1606,6230,-1281,-135,598,-287
783,1400,3585,-1972,1604,6005,-1253,-135,598,-287
784,1422,3536,-1944,1609,5704,-1180,-135,598,-287
785,1351,3522,-1988,1587,5475,-1112,-135,598,-287
786,1444,3532,-1972,1519,5125,-1025,-135,598,-287
787,1303,3566,-1998,1351,4808,-958,-135,598,-287
788,1300,3640,-1989,1202,4567,-902,-135,598,-287
789,1354,3722,-1960,1085,4266,-819,-135,598,-287
790,1413,3671,-1986,1048,3954,-801,-135,598,-287
791,1330,3729,-2022,1041,3664,-774,-135,598,-287
792,1377,3625,-1958,974,3424,-783,-135,598,-287
793,1270,3548,-1808,920,3271,-811,-135,598,-287
794,1275,3430,-1595,781,3151,-787,-135,598,-287
795,1253,3388,-1554,527,3061,-715,-135,598,-287
796,1235,3629,-1480,459,3013,-689,-135,598,-287
797,1571,3671,-1082,551,2354,-627,-135,598,-287
798,1071,3631,-1300,487,2510,-612,-121,593,-316
799,1030,3705,-1261,449,2834,-653,-121,593,-316
800,1046,3765,-1254,414,3029,-632,-121,593,-316
801,1225,3682,-1165,405,3000,-616,-121,593,-316
802,1173,3684,-1052,480,2787,-563,-121,593,-316
803,1131,3541,-945,458,2575,-458,-121,593,-316
804,1097,3526,-974,299,2360,-290,-121,593,-316
805,1123,3547,-1151,186,2201,-166,-121,593,-316
806,1171,3626,-1241,142,2067,-100,-121,593,-316
807,1201,3751,-1512,175,1976,-90,-121,593,-316
808,1340,3753,-1669,251,1739,-91,-121,593,-316
809,1347,3643,-1779,292,1359,-61,-121,593,-316
810,1399,3551,-1888,191,726,72,-121,593,-316
811,1388,3510,-2196,59,-75,269,-121,593,-316
812,1595,3521,-2594,-70,-1004,415,-121,593,-316
813,1830,3344,-3743,-173,-2178,615,-121,593,-316
814,2016,3108,-4964,-563,-3638,809,-121,593,-316
815,2349,2977,-6374,-1046,-5702,1138,-121,593,-316
816,2659,2660,-7828,-1717,-8370,1668,-121,593,-316
817,3053,2314,-9541,-2695,-11626,2382,-121,593,-316
818,3420,2223,-10525,-3668,-14852,2939,-121,593,-316
819,3805,1400,-10494,-5064,-17827,3385,-121,593,-316
820,4526,918,-9325,-6976,-20513,3937,-121,593,-316
821,4487,917,-7576,-8682,-22492,4273,-121,593,-316
822,5481,691,-5931,-10450,-24301,4774,-121,593,-316
823,6399,968,-3673,-12310,-26307,4384,-121,593,-316
824,6274,1344,-529,-13337,-27322,3841,-121,593,-316
825,6127,2268,1543,-13928,-28035,3280,-121,593,-316
826,5394,3286,2984,-13214,-27908,2475,-121,593,-316
827,3974,4314,4254,-11914,-26311,1675,-121,593,-316
828,3339,4780,4669,-10205,-23932,769,-121,593,-316
829,2992,5419,4902,-7591,-22233,159,-141,625,-117
830,1612,3602,3997,-7180,-19982,-428,-141,625,-117
831,1654,4285,3601,-6785,-17437,-788,-141,625,-117
832,1628,4680,3391,-5518,-15570,-1312,-141,625,-117
833,1040,4524,3190,-4648,-13181,-1523,-141,625,-117
834,879,4406,2800,-4123,-11123,-1609,-141,625,-117
835,267,4224,1958,-3627,-9232,-1485,-141,625,-117
836,310,3928,1335,-3260,-7877,-1421,-141,625,-117
837,577,3820,873,-3017,-6866,-1170,-141,625,-117
838,165,3830,296,-2942,-6055,-1022,-141,625,-117
839,355,3849,57,-2688,-5645,-985,-141,625,-117
840,396,3810,190,-2545,-5203,-810,-141,625,-117
841,541,4237,346,-2212,-4810,-759,-141,625,-117
842,167,4131,486,-1781,-4284,-590,-141,625,-117
843,225,4117,639,-1402,-3741,-533,-141,625,-117
844,11,4221,657,-965,-3053,-431,-140,623,-18
845,64,4228,707,-446,-2409,-414,-140,623,-18
846,49,4168,668,-46,-1797,-350,-140,623,-18
847,125,3982,466,206,-1238,-260,-140,623,-18
848,149,3855,313,436,-802,-171,-140,623,-18
849,201,3692,146,520,-404,-73,-140,623,-18
850,216,3575,18,454,-73,35,-140,623,-18
851,259,3569,24,320,235,155,-140,623,-18
852,289,3677,99,200,541,286,-140,623,-18
853,372,3810,73,174,822,373,-140,623,-18
854,463,3970,-48,233,1027,435,-140,623,-18
855,568,4065,-198,337,1197,452,-140,623,-18
856,586,4151,-426,432,1336,458,-140,623,-18
857,665,4250,-625,477,1453,430,-140,623,-18
858,771,4285,-882,444,1442,369,-140,623,-18
859,861,4289,-1237,390,1303,282,-140,623,-18
860,892,4261,-1414,314,1054,179,-134,617,-32
861,849,4238,-1473,230,813,100,-134,617,-32
862,749,4184,-1434,150,608,38,-134,617,-32
863,652,4162,-1252,95,492,0,-134,617,-32
864,626,4117,-1133,82,453,-21,-134,617,-32
865,592,4031,-983,73,438,-28,-134,617,-32
866,523,4051,-906,90,459,-35,-134,617,-32
867,525,4080,-827,188,488,-40,-134,617,-32
868,504,4081,-787,327,515,-46,-134,617,-32
869,496,4088,-783,450,521,-43,-134,617,-32
870,469,3955,-813,515,562,-21,-134,617,-32
871,428,3917,-813,541,635,3,-134,617,-32
872,450,3850,-774,536,687,49,-134,617,-32
873,453,3886,-722,548,753,90,-134,617,-32
874,462,3857,-659,603,821,128,-134,617,-32
875,539,3839,-738,633,845,150,-134,617,-32
876,555,3834,-889,602,798,149,-134,617,-32
877,579,3851,-923,553,735,163,-143,621,-32
878,569,3815,-1009,523,672,173,-143,621,-32
879,556,3789,-1058,467,635,193,-143,621,-32
880,555,3780,-1055,372,612,223,-143,621,-32
881,519,3775,-996,314,629,256,-143,621,-32
882,535,3811,-1035,295,643,285,-143,621,-32
883,607,3831,-1292,242,608,303,-143,621,-32
884,658,3841,-1371,98,515,288,-143,621,-32
885,668,3940,-1406,-31,422,260,-143,621,-32
886,656,4049,-1305,-61,334,238,-143,621,-32
887,650,3985,-1292,-125,241,225,-143,621,-32
888,603,4126,-1226,-17,254,210,-143,621,-32
889,575,4053,-1137,1,259,197,-143,621,-32
890,539,4037,-1045,-12,307,191,-143,621,-32
891,552,4007,-927,24,313,195,-143,621,-32
892,510,3980,-856,88,334,204,-143,621,-32
893,510,3983,-858,157,381,211,-137,628,-43
894,549,3971,-812,192,418,222,-137,628,-43
895,535,4019,-742,218,467,226,-137,628,-43
896,566,4027,-668,321,516,230,-137,628,-43
897,532,3961,-648,453,586,245,-137,628,-43
898,496,3929,-670,501,680,283,-137,628,-43
899,495,3874,-667,543,799,319,-137,628,-43
900,462,3855,-650,612,910,363,-137,628,-43
901,491,3863,-582,714,1017,407,-137,628,-43
902,548,3874,-443,856,1141,459,-137,628,-43
903,579,3791,-359,937,1278,508,-137,628,-43
904,620,3783,-394,839,1444,572,-137,628,-43
905,645,3896,-453,699,1646,612,-137,628,-43
906,725,4116,-529,620,1825,636,-137,628,-43
907,819,4232,-519,571,1886,608,-137,628,-43
908,879,4376,-619,688,1964,622,-137,628,-43
909,684,4219,-870,790,2079,540,-123,620,-64
910,737,4059,-1285,666,2277,500,-123,620,-64
911,803,4081,-1401,485,2285,421,-123,620,-64
912,838,4099,-1551,362,2206,317,-123,620,-64
913,940,4183,-1563,354,2035,232,-123,620,-64
914,950,4101,-1489,224,1828,177,-123,620,-64
915,975,4222,-1415,149,1676,122,-123,620,-64
916,944,4377,-1479,-48,1543,-6,-123,620,-64
917,924,4454,-1338,-33,1449,-81,-123,620,-64
918,835,4234,-1200,103,1437,-118,-123,620,-64
919,746,3987,-1092,113,1410,-127,-123,620,-64
920,719,3964,-890,66,1440,-120,-123,620,-64
921,708,4048,-732,103,1524,-111,-123,620,-64
922,693,4155,-769,284,1632,-109,-123,620,-64
923,711,4080,-831,454,1817,-86,-123,620,-64
924,671,3982,-901,483,2047,-52,-123,620,-64
925,703,3890,-791,396,2288,-16,-136,626,-69
926,718,3938,-659,381,2467,29,-136,626,-69
927,756,3913,-520,442,2580,53,-136,626,-69
928,774,3985,-424,572,2684,58,-136,626,-69
929,821,4035,-373,753,2786,46,-136,626,-69
930,831,3985,-437,980,2917,18,-136,626,-69
931,820,3873,-483,988,3138,14,-136,626,-69
932,854,3876,-388,834,3389,30,-136,626,-69
933,839,3959,-331,776,3618,10,-136,626,-69
934,969,4131,-365,1078,3691,-54,-136,626,-69
935,948,4160,-681,1350,3736,-148,-136,626,-69
936,976,4021,-947,1396,3859,-262,-136,626,-69
937,1004,3959,-1164,1306,3990,-275,-136,626,-69
938,988,4060,-1272,1133,4138,-340,-136,626,-69
939,1013,4075,-1266,1002,4223,-414,-136,626,-69
940,1046,4130,-1270,1062,4223,-503,-136,626,-69
941,1082,4116,-1113,1145,4075,-556,-138,628,-102
942,1071,4097,-1051,1094,3971,-660,-138,628,-102
943,1098,4025,-987,1043,3877,-775,-138,628,-102
944,829,4142,-69,432,4088,-1117,-138,628,-102
945,1091,4570,-859,1187,4240,-924,-138,628,-102
946,982,4130,-917,1326,4317,-1139,-138,628,-102
947,868,4034,-826,1493,4532,-1172,-138,628,-102
948,984,3936,-720,1569,4629,-1150,-138,628,-102
949,849,3894,-856,1704,4803,-1190,-138,628,-102
950,735,3748,-955,1946,5118,-1172,-138,628,-102
951,872,3758,-707,2083,5377,-1093,-138,628,-102
952,832,3693,-786,2305,5637,-1041,-138,628,-102
953,988,3636,-784,2469,5889,-996,-138,628,-102
954,1018,3660,-708,2713,6008,-933,-138,628,-102
955,941,3464,-781,2771,6257,-819,-138,628,-102
956,979,3441,-861,2763,6608,-775,-138,628,-102
957,1181,3384,-627,2837,6593,-658,-154,617,-158
958,1802,4757,-1506,4561,5978,-569,-154,617,-158
959,1637,4193,-2067,6499,4780,-912,-154,617,-158
960,801,3376,-2287,5455,4942,-993,-154,617,-158
961,924,3113,-2512,3395,5453,-1277,-154,617,-158
962,821,3097,-2462,1274,6030,-1350,-154,617,-158
963,1033,3408,-1873,527,6262,-1373,-154,617,-158
964,1320,3288,-1333,717,5803,-1241,-154,617,-158
965,1079,3239,-1108,1034,5433,-1023,-154,617,-158
966,1067,3124,-1180,1114,5303,-773,-154,617,-158
967,1050,3270,-1414,1014,5213,-533,-154,617,-158
968,1097,3648,-1486,464,5426,-564,-154,617,-158
969,1164,4241,-1164,88,5574,-705,-154,617,-158
970,1187,4171,-1045,79,5607,-778,-154,617,-158
971,1199,4188,-1052,530,5377,-791,-154,617,-158
972,1161,4428,-1308,1081,5298,-886,-154,617,-158
973,1144,4351,-1647,1249,5333,-1074,-154,617,-158
974,1099,4159,-1669,1153,5437,-1216,-154,617,-158
975,956,3899,-1611,1085,5521,-1283,-154,617,-158
976,989,3613,-1538,1138,5651,-1253,-154,617,-158
977,999,3568,-1469,1128,5619,-1170,-154,617,-158
978,1022,3605,-1449,1023,5626,-1154,-154,617,-158
979,1044,3729,-1473,875,5617,-1182,-154,617,-158
980,1118,3756,-1491,744,5506,-1210,-154,617,-158
981,1103,3817,-1539,685,5462,-1254,-154,617,-158
982,1165,3870,-1588,604,5399,-1298,-154,617,-158
983,1063,3927,-1685,641,5392,-1365,-154,617,-158
984,1035,3787,-1700,711,5462,-1400,-154,617,-158
985,1310,3548,-1548,644,5437,-1387,-154,617,-158
986,1175,3589,-1384,607,5179,-1303,-154,617,-158
987,853,3626,-1596,474,5340,-1293,-154,617,-158
988,959,3746,-1598,439,5525,-1293,-167,609,-247
989,1049,3766,-1619,494,5574,-1324,-167,609,-247
990,1078,3870,-1769,520,5524,-1375,-167,609,-247
991,1080,3850,-1750,596,5415,-1412,-167,609,-247
992,1080,3876,-1810,601,4822,-1733,-167,609,-247
993,642,3916,-1633,326,4799,-1466,-167,609,-247
994,822,4047,-1337,137,4917,-1539,-167,609,-247
995,982,4022,-1209,84,4640,-1526,-167,609,-247
996,994,4024,-1189,148,4326,-1515,-167,609,-247
997,989,3933,-1117,179,4085,-1453,-167,609,-247
998,911,3871,-1235,220,3930,-1409,-167,609,-247
999,825,3790,-1183,166,3938,-1391,-167,609,-247
1000,890,3729,-1129,12,3905,-1362,-167,609,-247
1001,834,3785,-1026,-105,3877,-1314,-167,609,-247
1002,802,3743,-920,-102,3996,-1295,-167,609,-247
1003,864,3798,-922,-26,4022,-1291,-167,609,-247
1004,905,3710,-833,84,4030,-1273,-165,594,-266
1005,872,3659,-850,189,4222,-1260,-165,594,-266
1006,870,3564,-892,162,4576,-1184,-165,594,-266
1007,820,3546,-967,265,4787,-1108,-165,594,-266
1008,882,3503,-954,323,4906,-1009,-165,594,-266
1009,870,3620,-1078,488,5009,-1002,-165,594,-266
1010,863,3631,-1176,543,5255,-988,-165,594,-266
1011,936,3622,-1164,581,5450,-960,-165,594,-266
1012,967,3581,-1163,562,5456,-928,-165,594,-266
1013,1045,3771,-1146,577,5405,-908,-165,594,-266
1014,1149,3845,-1148,521,5126,-921,-165,594,-266
1015,1028,3732,-1073,517,4692,-1154,-165,594,-266
1016,724,3546,-1050,422,4478,-692,-165,594,-266
1017,674,3765,-958,406,4991,-643,-165,594,-266
1018,1114,3659,-897,298,4683,-519,-165,594,-266
1019,1110,3733,-992,128,4022,-398,-161,590,-295
1020,1035,3927,-1188,108,3336,-320,-161,590,-295
1021,908,3930,-1399,184,2910,-292,-161,590,-295
1022,916,3932,-1680,287,2625,-301,-161,590,-295
1023,987,3828,-1891,260,2262,-343,-161,590,-295
1024,1026,3723,-2222,111,1773,-344,-161,590,-295
1025,1078,3604,-2760,-71,1133,-290,-161,590,-295
1026,1308,3588,-3355,-232,84,-200,-161,590,-295
1027,1506,3552,-4170,-283,-1338,-103,-161,590,-295
1028,1747,3359,-5089,-471,-3173,6,-161,590,-295
1029,1925,3274,-6228,-852,-5394,177,-161,590,-295
1030,2024,3344,-7575,-1191,-7823,240,-161,590,-295
1031,2147,2963,-8284,-1564,-10564,384,-161,590,-295
1032,2657,2406,-8341,-1806,-13664,697,-161,590,-295
