,ax,ay,az,gx,gy,gz,cx,cy,cz
137,2141,1191,-3932,-802,-5,-308,28,294,-638
138,2126,1175,-3886,-836,19,-314,28,294,-638
139,2045,1194,-3899,-818,64,-323,28,294,-638
140,2022,1197,-3837,-804,117,-318,28,294,-638
141,2067,1152,-3810,-776,133,-322,28,294,-638
142,2048,1150,-3786,-750,161,-305,28,294,-638
143,2049,1115,-3795,-777,156,-278,28,294,-638
144,2036,1145,-3783,-801,166,-242,28,294,-638
145,2038,1179,-3747,-822,174,-214,28,294,-638
146,2057,1185,-3745,-844,153,-190,29,304,-623
147,2026,1177,-3687,-852,148,-137,29,304,-623
148,2074,1163,-3651,-928,80,-90,29,304,-623
149,1973,1238,-3650,-969,40,-34,29,304,-623
150,1978,1333,-3629,-888,116,9,29,304,-623
151,1991,1348,-3595,-823,192,19,29,304,-623
152,1995,1330,-3566,-786,233,29,29,304,-623
153,1972,1367,-3579,-779,247,47,29,304,-623
154,1949,1420,-3662,-735,275,58,29,304,-623
155,1920,1453,-3634,-645,343,40,29,304,-623
156,1876,1498,-3671,-537,428,32,29,304,-623
157,1870,1475,-3618,-466,475,17,29,304,-623
158,1834,1426,-3554,-408,482,-3,29,304,-623
159,1776,1448,-3584,-340,523,-2,29,304,-623
160,1773,1378,-3556,-313,534,3,29,304,-623
161,1742,1333,-3590,-320,555,26,29,304,-623
162,1749,1316,-3637,-256,604,65,29,304,-623
163,1821,1258,-3644,-216,558,113,29,304,-623
164,1873,1292,-3705,-159,536,161,29,304,-623
165,1902,1285,-3758,-96,470,203,29,304,-623
166,1969,1237,-3797,-114,403,247,29,304,-623
167,2027,1301,-3863,-80,325,286,29,304,-623
168,2094,1309,-3903,-6,198,304,29,304,-623
169,2129,1303,-3870,11,87,328,29,304,-623
170,2154,1339,-3787,80,7,349,29,304,-623
171,2158,1230,-3712,62,-57,404,29,304,-623
172,2086,1300,-3635,121,-72,449,29,304,-623
173,2049,1336,-3541,153,-105,505,29,304,-623
174,1950,1382,-3473,253,-108,565,29,304,-623
175,1932,1365,-3428,300,-112,621,29,304,-623
176,1938,1346,-3403,348,-76,678,29,304,-623
177,1934,1345,-3352,461,-56,714,29,304,-623
178,1901,1355,-3373,548,-62,723,29,304,-623
179,1918,1362,-3332,602,-29,735,42,319,-628
180,1934,1399,-3364,698,3,741,42,319,-628
181,1936,1414,-3365,829,32,735,42,319,-628
182,1941,1275,-3377,897,52,734,42,319,-628
183,1937,1235,-3434,927,56,731,42,319,-628
184,1968,1212,-3418,1013,55,721,42,319,-628
185,1951,1110,-3475,1038,73,719,42,319,-628
186,2015,1042,-3514,996,83,710,42,319,-628
187,2050,1062,-3520,998,64,683,42,319,-628
188,2128,997,-3549,895,-19,677,42,319,-628
189,2125,934,-3586,805,-36,673,42,319,-628
190,2151,944,-3604,716,-45,667,42,319,-628
191,2214,995,-3637,642,-63,630,42,319,-628
192,2330,1047,-3591,677,-71,599,42,319,-628
193,2314,915,-3559,606,-87,618,42,319,-628
194,2307,1029,-3550,565,-118,646,42,319,-628
195,2369,1054,-3487,739,-114,671,51,288,-628
196,2358,947,-3528,766,-147,687,51,288,-628
197,2274,1000,-3462,836,-135,684,51,288,-628
198,2325,949,-3436,858,-175,677,51,288,-628
199,2322,941,-3431,854,-202,670,51,288,-628
200,2257,900,-3362,859,-187,662,51,288,-628
201,2254,836,-3408,839,-194,655,51,288,-628
202,2264,790,-3342,825,-226,634,51,288,-628
203,2214,729,-3350,820,-237,614,51,288,-628
204,2247,701,-3300,805,-238,620,51,288,-628
205,2255,701,-3348,820,-272,640,51,288,-628
206,2242,669,-3377,878,-301,677,51,288,-628
207,2260,639,-3369,954,-375,710,51,288,-628
208,2268,596,-3408,978,-419,717,51,288,-628
209,2284,619,-3306,983,-448,721,51,288,-628
210,2268,605,-3336,984,-449,714,51,288,-628
211,2288,603,-3366,968,-468,703,46,278,-642
212,2285,583,-3386,1003,-511,704,46,278,-642
213,2290,485,-3427,1008,-560,688,46,278,-642
214,2276,432,-3426,1005,-606,726,46,278,-642
215,2266,365,-3459,1006,-638,768,46,278,-642
216,2320,368,-3446,1004,-689,798,46,278,-642
217,2202,327,-3450,994,-655,822,46,278,-642
218,2173,304,-3435,961,-643,813,46,278,-642
219,2079,311,-3451,900,-606,824,46,278,-642
220,2027,284,-3430,838,-548,821,46,278,-642
221,1876,378,-3490,800,-487,845,46,278,-642
222,1706,441,-3466,787,-436,877,46,278,-642
223,1673,511,-3357,783,-383,925,46,278,-642
224,1687,654,-3281,805,-447,959,46,278,-642
225,1759,804,-3226,873,-567,952,46,278,-642
226,1774,902,-3136,1019,-629,900,46,278,-642
227,1774,873,-3060,1194,-596,867,48,251,-654
228,1800,758,-3078,1348,-466,862,48,251,-654
229,1890,629,-3187,1480,-386,868,48,251,-654
230,1997,523,-3424,1608,-367,868,48,251,-654
231,2149,395,-3655,1667,-398,865,48,251,-654
232,2262,303,-3856,1622,-487,857,48,251,-654
233,2303,232,-4051,1516,-554,835,48,251,-654
234,2393,131,-4162,1393,-590,819,48,251,-654
235,2467,52,-4185,1254,-665,810,48,251,-654
236,2519,-14,-4311,1140,-747,800,48,251,-654
237,2535,-62,-4356,1017,-781,801,48,251,-654
238,2479,-107,-4426,884,-789,808,48,251,-654
239,2473,-132,-4438,753,-755,843,48,251,-654
240,2408,-162,-4400,619,-716,889,48,251,-654
241,2334,-128,-4269,512,-713,951,48,251,-654
242,2280,-25,-4218,446,-723,1022,48,251,-654
243,2237,108,-4137,438,-699,1100,44,219,-659
244,2204,205,-4081,444,-687,1158,44,219,-659
245,2102,292,-4062,423,-643,1192,44,219,-659
246,2093,400,-3945,402,-610,1203,44,219,-659
247,2093,496,-3848,396,-605,1181,44,219,-659
248,2016,568,-3790,397,-609,1145,44,219,-659
249,1970,644,-3710,438,-619,1093,44,219,-659
250,1959,600,-3716,467,-632,1037,44,219,-659
251,1932,668,-3656,396,-656,958,44,219,-659
252,1892,692,-3711,352,-668,864,44,219,-659
253,1865,795,-3684,338,-628,758,44,219,-659
254,1838,760,-3626,352,-586,667,44,219,-659
255,1866,774,-3666,377,-558,559,44,219,-659
256,1836,664,-3767,448,-538,471,44,219,-659
257,1905,549,-3832,497,-527,389,44,219,-659
258,1878,425,-3915,478,-485,330,44,219,-659
259,1916,271,-4024,419,-512,285,30,212,-666
260,1886,211,-4137,364,-545,269,30,212,-666
261,1929,156,-4149,339,-576,294,30,212,-666
262,1923,143,-4167,380,-637,336,30,212,-666
263,1968,45,-4118,352,-799,392,30,212,-666
264,1878,132,-4178,322,-917,442,30,212,-666
265,1850,208,-4126,336,-1026,486,30,212,-666
266,1860,247,-4069,390,-1148,539,30,212,-666
267,1892,218,-4026,420,-1331,573,30,212,-666
268,1842,312,-3974,450,-1427,626,30,212,-666
269,1803,224,-4014,501,-1389,689,30,212,-666
270,1703,319,-3896,443,-1568,694,30,212,-666
271,1726,413,-3847,551,-1700,716,30,212,-666
272,1764,431,-3812,686,-1793,710,30,212,-666
273,1814,333,-3837,701,-1892,659,30,212,-666
274,1686,288,-3887,613,-1900,606,30,212,-666
275,1710,255,-3780,518,-1880,531,12,195,-677
276,1728,200,-3751,466,-1887,495,12,195,-677
277,1711,151,-3725,399,-1955,465,12,195,-677
278,1675,37,-3657,261,-2167,364,12,195,-677
279,1654,57,-3679,168,-2390,286,12,195,-677
280,1558,89,-3686,191,-2512,276,12,195,-677
281,1501,68,-3768,211,-2694,258,12,195,-677
282,1461,74,-3834,232,-2834,247,12,195,-677
283,1483,154,-3868,167,-3019,210,12,195,-677
284,1531,204,-3878,125,-3139,174,12,195,-677
285,1492,144,-3874,38,-3244,90,12,195,-677
286,1532,149,-3998,19,-3186,81,12,195,-677
287,1394,-15,-4079,57,-3087,82,12,195,-677
288,1528,26,-4254,103,-3049,158,12,195,-677
289,1381,29,-4422,83,-2979,142,12,195,-677
290,1551,111,-4395,36,-2948,133,12,195,-677
291,1627,198,-4311,26,-2916,114,-44,189,-675
292,1626,169,-4197,16,-2923,121,-44,189,-675
293,1490,212,-4117,50,-2877,118,-44,189,-675
294,1357,284,-4006,150,-2759,69,-44,189,-675
295,1336,203,-3951,230,-2664,47,-44,189,-675
296,1321,166,-3909,292,-2593,10,-44,189,-675
297,1248,46,-3927,369,-2527,32,-44,189,-675
298,1148,-93,-3986,406,-2483,49,-44,189,-675
299,1146,-137,-4026,292,-2555,36,-44,189,-675
300,1035,-107,-4079,306,-2481,64,-44,189,-675
301,1092,-115,-4215,204,-2452,128,-44,189,-675
302,1120,-138,-4176,56,-2406,121,-44,189,-675
303,1114,-59,-4169,-102,-2347,108,-44,189,-675
304,1140,106,-4161,-263,-2287,38,-44,189,-675
305,1149,185,-4176,-387,-2216,-42,-44,189,-675
306,1162,256,-4166,-467,-2097,-125,-44,189,-675
307,1186,235,-4135,-571,-2016,-210,-108,193,-679
308,1177,298,-4391,-568,-1923,-262,-108,193,-679
309,1211,318,-4574,-473,-1845,-293,-108,193,-679
310,1255,235,-4791,-520,-1900,-353,-108,193,-679
311,1191,181,-4861,-652,-1978,-442,-108,193,-679
312,1186,91,-4833,-782,-2057,-466,-108,193,-679
313,1119,66,-4801,-956,-2012,-458,-108,193,-679
314,1008,25,-4770,-1095,-1894,-418,-108,193,-679
315,998,-18,-4722,-1234,-1758,-366,-108,193,-679
316,980,14,-4745,-1389,-1648,-301,-108,193,-679
317,888,122,-4714,-1500,-1507,-276,-108,193,-679
318,1050,-10,-4640,-1768,-1456,-235,-108,193,-679
319,958,-16,-4608,-2188,-1446,-234,-108,193,-679
320,896,145,-4465,-2506,-1290,-224,-108,193,-679
321,804,357,-4366,-2622,-1087,-195,-108,193,-679
322,826,235,-4150,-2839,-1054,-232,-108,193,-679
323,873,406,-4108,-2988,-947,-283,-145,221,-670
324,841,657,-3970,-3021,-813,-333,-145,221,-670
325,769,640,-4000,-3148,-682,-397,-145,221,-670
326,785,675,-3930,-3233,-532,-421,-145,221,-670
327,827,636,-3940,-3339,-450,-473,-145,221,-670
328,978,781,-4023,-3379,-411,-491,-145,221,-670
329,861,744,-4168,-3374,-258,-463,-145,221,-670
330,908,755,-4300,-3529,-197,-459,-145,221,-670
331,939,732,-4327,-3798,-238,-549,-145,221,-670
332,1023,913,-4369,-4098,-283,-678,-145,221,-670
333,840,1145,-4371,-4237,-198,-819,-145,221,-670
334,1034,1081,-4411,-4292,-190,-844,-145,221,-670
335,1053,1194,-4485,-4325,-204,-888,-145,221,-670
336,891,1171,-4630,-4292,-237,-918,-145,221,-670
337,966,1259,-4573,-4395,-299,-1013,-145,221,-670
338,958,1312,-4547,-4295,-383,-1052,-145,221,-670
339,903,1171,-4438,-4223,-431,-1081,-153,292,-630
340,965,1162,-4392,-4217,-434,-1037,-153,292,-630
341,706,1060,-4296,-4381,-300,-1066,-153,292,-630
342,765,1124,-4232,-4471,-174,-1026,-153,292,-630
343,760,996,-4170,-4599,-98,-964,-153,292,-630
344,679,1056,-4064,-4862,-75,-936,-153,292,-630
345,713,1068,-3885,-5175,16,-953,-153,292,-630
346,590,1170,-3831,-5474,156,-1052,-153,292,-630
347,690,1316,-3796,-5614,287,-1066,-153,292,-630
348,683,1362,-3732,-5750,372,-1068,-153,292,-630
349,735,1407,-3720,-5933,432,-1075,-153,292,-630
350,609,1286,-3718,-6151,594,-1114,-153,292,-630
351,547,1290,-3801,-6503,713,-1152,-153,292,-630
352,625,1492,-3796,-6659,859,-1191,-153,292,-630
353,715,1572,-3797,-6902,964,-1199,-153,292,-630
354,667,1588,-3777,-7142,1045,-1215,-170,404,-573
355,707,1684,-3738,-7371,1120,-1237,-170,404,-573
356,622,1767,-3631,-7423,1246,-1275,-170,404,-573
357,764,1917,-3644,-7364,1366,-1185,-170,404,-573
358,598,1873,-3736,-7417,1567,-1158,-170,404,-573
359,641,1783,-3855,-7819,1727,-1212,-170,404,-573
360,742,1798,-3755,-8227,1923,-1239,-170,404,-573
361,792,2337,-3727,-8111,2081,-1220,-170,404,-573
362,853,2281,-3697,-7942,2067,-1221,-170,404,-573
363,821,2283,-3702,-8021,2043,-1306,-170,404,-573
364,976,2592,-3614,-7988,2040,-1404,-170,404,-573
365,946,2479,-3423,-8608,2165,-1602,-170,404,-573
366,869,2498,-3306,-9169,2338,-1726,-170,404,-573
367,1025,2767,-3136,-9226,2487,-1736,-170,404,-573
368,1152,2742,-3212,-9014,2390,-1708,-170,404,-573
369,1095,2541,-3582,-9088,2335,-1624,-170,404,-573
370,968,2630,-3958,-9021,2255,-1623,-153,523,-458
371,1070,2802,-4036,-9209,2097,-1639,-153,523,-458
372,1143,2834,-3915,-9113,1749,-1621,-153,523,-458
373,1265,2873,-4060,-8998,1378,-1551,-153,523,-458
374,1047,2818,-4670,-8739,918,-1503,-153,523,-458
375,1066,2477,-5169,-8755,285,-1456,-153,523,-458
376,1100,2525,-5640,-8635,-633,-1262,-153,523,-458
377,1101,2500,-6278,-8487,-1634,-1066,-153,523,-458
378,1148,2414,-7192,-8453,-2934,-924,-153,523,-458
379,1240,2335,-7880,-8464,-4345,-810,-153,523,-458
380,1125,2260,-8176,-8520,-6019,-719,-153,523,-458
381,1345,2311,-7949,-8395,-7558,-570,-153,523,-458
382,1207,2478,-7210,-8019,-8811,-519,-153,523,-458
383,1225,2710,-5678,-7272,-9859,-524,-153,523,-458
384,1369,2339,-4406,-6858,-10317,-330,-153,523,-458
385,649,2716,-3053,-6277,-9914,-14,-187,598,-292
386,732,2859,-1421,-5693,-9446,125,-187,598,-292
387,599,3033,-926,-5531,-8364,165,-187,598,-292
388,612,3337,-722,-5636,-7298,138,-187,598,-292
389,796,3477,-996,-5777,-6606,54,-187,598,-292
390,931,3475,-1294,-6057,-5979,-55,-187,598,-292
391,803,3103,-1652,-6545,-5551,-42,-187,598,-292
392,812,2976,-1599,-7161,-5185,-120,-187,598,-292
393,970,3113,-1225,-7371,-4961,-29,-187,598,-292
394,466,2866,-1537,-7560,-4618,18,-187,598,-292
395,488,2812,-1886,-7929,-4525,53,-187,598,-292
396,564,2613,-2177,-8271,-4538,383,-187,598,-292
397,143,2415,-1820,-8319,-4707,483,-187,598,-292
398,256,2830,-1343,-8059,-4571,742,-187,598,-292
399,384,3167,-976,-7412,-4380,870,-187,598,-292
400,325,3414,-727,-6695,-4321,862,-187,598,-292
401,669,4002,-699,-5815,-4325,825,-205,633,-115
402,408,3900,-708,-5011,-4271,569,-205,633,-115
403,511,4148,-393,-4428,-4143,341,-205,633,-115
404,559,4331,-120,-3931,-3746,310,-205,633,-115
405,494,4130,50,-3576,-3472,36,-205,633,-115
406,424,3854,-96,-3540,-3111,10,-205,633,-115
407,420,3664,-131,-3757,-2822,26,-205,633,-115
408,307,3380,-149,-4140,-2445,93,-205,633,-115
409,78,3486,-42,-4242,-1983,187,-205,633,-115
410,273,3286,111,-4212,-1850,240,-205,633,-115
411,195,3239,-57,-4222,-1495,340,-205,633,-115
412,301,3231,-51,-4166,-1401,480,-205,633,-115
413,316,2623,294,-3787,-1288,1312,-205,633,-115
414,-92,3246,-420,-3673,-1094,716,-205,633,-115
415,347,3489,-180,-3839,-1080,680,-205,633,-115
416,243,3773,-84,-3218,-995,680,-186,633,-33
417,346,3932,-293,-2662,-1049,632,-186,633,-33
418,948,3451,-189,-2050,-1271,1541,-186,633,-33
419,77,3783,-1283,-1910,-1373,545,-186,633,-33
420,356,3967,-951,-2186,-1539,406,-186,633,-33
421,65,4148,-629,-1691,-1541,319,-186,633,-33
422,233,4087,-557,-1511,-1516,240,-186,633,-33
423,279,4148,-409,-1231,-1511,157,-186,633,-33
424,225,3959,-355,-1111,-1466,97,-186,633,-33
425,-3,3937,-271,-1084,-1394,67,-186,633,-33
426,0,3762,68,-940,-1325,51,-186,633,-33
427,533,3795,393,-868,-1207,55,-186,633,-33
428,372,3761,269,-793,-903,127,-186,633,-33
429,58,3645,4,-824,-761,163,-186,633,-33
430,145,3685,141,-873,-589,221,-186,633,-33
431,191,3755,139,-775,-490,264,-186,633,-33
432,187,3710,144,-726,-367,288,-186,623,-7
433,176,3775,138,-724,-240,338,-167,623,-7
434,294,3672,-41,-753,-77,392,-167,623,-7
435,336,3796,-191,-773,78,459,-167,623,-7
436,167,3797,-523,-894,171,492,-167,623,-7
437,241,3798,-651,-994,156,523,-167,623,-7
438,271,3880,-720,-972,88,533,-167,623,-7
439,286,3904,-734,-972,-2,551,-167,623,-7
440,196,3974,-695,-967,-3,572,-167,623,-7
441,225,4102,-567,-945,11,578,-167,623,-7
442,243,4226,-507,-896,38,574,-167,623,-7
443,269,4316,-450,-806,83,542,-167,623,-7
444,303,4348,-509,-769,141,520,-167,623,-7
445,367,4349,-471,-748,169,479,-167,623,-7
446,420,4412,-402,-698,167,423,-167,623,-7
447,420,4426,-213,-620,177,371,-167,623,-7
448,346,4366,-189,-525,263,349,-167,623,-7
449,343,4321,-261,-523,412,358,-163,627,17
450,382,4260,-327,-565,529,358,-163,627,17
451,329,4260,-366,-576,591,375,-163,627,17
452,325,4226,-458,-578,675,399,-163,627,17
453,330,4181,-510,-557,734,410,-163,627,17
454,281,4145,-543,-526,806,445,-163,627,17
455,354,4212,-561,-484,828,461,-163,627,17
456,342,4241,-611,-437,859,484,-163,627,17
457,350,4206,-842,-471,837,487,-163,627,17
458,384,4167,-1193,-606,749,473,-163,627,17
459,361,4182,-1103,-703,615,455,-163,627,17
460,384,4129,-889,-738,542,444,-163,627,17
461,329,4201,-762,-735,554,467,-163,627,17
462,381,4242,-655,-807,612,463,-163,627,17
463,404,4360,-524,-864,674,448,-163,627,17
464,440,4449,-415,-794,748,423,-163,627,17
465,450,4449,-333,-657,826,383,-153,630,23
466,494,4447,-339,-561,907,344,-153,630,23
467,546,4368,-356,-502,906,280,-153,630,23
468,502,4343,-313,-368,894,226,-153,630,23
469,501,4259,-192,-233,926,196,-153,630,23
470,486,4234,-192,-135,1001,197,-153,630,23
471,434,4196,-154,-49,1114,209,-153,630,23
472,401,4148,-116,28,1284,242,-153,630,23
473,371,4108,-35,79,1486,275,-153,630,23
474,371,4073,-5,175,1658,296,-153,630,23
475,422,4052,-1,315,1805,324,-153,630,23
476,471,3989,63,493,1894,339,-153,630,23
477,464,3945,108,659,1989,373,-153,630,23
478,426,3913,167,795,2141,423,-153,630,23
479,369,3882,276,926,2368,492,-153,630,23
480,389,3929,206,1088,2635,577,-153,630,23
481,381,3954,-19,1177,2893,649,-148,626,10
482,478,3878,-99,1399,3137,695,-148,626,10
483,537,3862,-287,1469,3203,684,-148,626,10
484,607,3821,-479,1453,3190,694,-148,626,10
485,568,3936,-542,1436,3187,682,-148,626,10
486,660,3850,-610,1208,3120,707,-148,626,10
487,606,4123,-644,1160,3182,729,-148,626,10
488,734,4217,-640,1320,3283,717,-148,626,10
489,689,4320,-940,1169,3284,651,-148,626,10
490,674,4489,-1173,1187,3198,533,-148,626,10
491,732,4484,-1334,1219,3049,405,-148,626,10
492,771,4280,-1242,992,2846,291,-148,626,10
493,649,4243,-997,830,2828,220,-148,626,10
494,670,4473,-770,882,2824,92,-148,626,10
495,711,4690,-792,859,2965,-230,-148,626,10
496,608,4604,-521,1116,3025,-205,-148,626,10
497,640,4540,-408,1335,3238,-253,-148,627,242
498,626,4495,-372,1464,3413,-306,-163,627,-14
499,515,4370,-260,1743,3630,-342,-163,627,-14
500,610,4364,-152,1976,3891,-384,-163,627,-14
501,532,4411,-148,2232,4186,-443,-163,627,-14
502,610,4413,-74,2521,4475,-324,-163,627,-14
503,617,4368,-65,2838,4785,-407,-163,627,-14
504,676,4344,52,3062,5079,-401,-163,627,-14
505,769,4258,142,3292,5372,-420,-163,627,-14
506,700,4488,173,3247,5672,-756,-163,627,-14
507,851,4714,211,3575,6142,-409,-163,627,-14
508,757,4269,330,4141,6484,-396,-163,627,-14
509,665,4189,251,4657,6807,-429,-163,627,-14
510,800,4087,352,5113,6960,-488,-163,627,-14
511,1216,3304,450,5203,6497,-563,-163,627,-14
512,1128,3065,-187,5197,5679,-567,-163,627,-14
513,736,2828,-1134,4924,5205,-497,-180,635,-113
514,648,2371,-1912,4126,5014,-320,-180,635,-113
515,511,2420,-2319,3324,4961,-149,-180,635,-113
516,676,2959,-2408,2470,4734,22,-180,635,-113
517,829,3180,-2330,1965,4321,176,-180,635,-113
518,891,3697,-2378,1836,3951,223,-180,635,-113
519,864,3920,-2328,1671,3629,230,-180,635,-113
520,880,3929,-2099,1585,3371,196,-180,635,-113
521,842,3892,-1848,1527,3206,133,-180,635,-113
522,793,4105,-1743,1604,3161,170,-180,635,-113
523,784,4144,-1556,1896,3176,190,-180,635,-113
524,771,4062,-1225,2245,3204,182,-180,635,-113
