828,-622,-8838,-210,-67,-28,42,152,-631
794,-600,-8738,-233,-108,-28,42,152,-631
826,-632,-8692,-271,-105,-23,42,152,-631
800,-552,-8676,-296,-107,-35,42,152,-631
792,-578,-8696,-278,-67,-51,42,152,-631
680,-558,-8680,-260,-46,-54,42,152,-631
738,-556,-8636,-235,15,-17,42,152,-631
716,-560,-8630,-227,27,-1,42,152,-631
702,-616,-8576,-237,101,1,42,152,-631
752,-594,-8458,-259,161,17,43,155,-636
674,-582,-8570,-236,180,27,43,155,-636
688,-578,-8492,-254,239,9,43,155,-636
690,-580,-8532,-255,267,25,43,155,-636
708,-618,-8484,-296,282,5,43,155,-636
688,-548,-8424,-330,252,-6,43,155,-636
730,-532,-8524,-378,243,-32,43,155,-636
684,-518,-8640,-310,252,-44,43,155,-636
764,-546,-8560,-267,324,-78,43,155,-636
746,-590,-8664,-250,326,-56,43,155,-636
774,-542,-8680,-246,315,-102,43,155,-636
802,-554,-8790,-188,321,-86,43,155,-636
828,-568,-8780,-141,317,-109,43,155,-636
844,-606,-8910,-98,301,-63,43,155,-636
826,-646,-8868,-70,273,-65,43,155,-636
862,-632,-8806,-74,254,-31,43,155,-636
856,-574,-8892,-113,181,-75,41,145,-629
822,-638,-8868,-204,104,-80,41,145,-629
876,-708,-8830,-287,50,-69,41,145,-629
878,-676,-8822,-351,15,-80,41,145,-629
874,-618,-8868,-393,-34,-90,41,145,-629
860,-660,-8918,-373,-66,-81,41,145,-629
832,-638,-8938,-343,-101,-60,41,145,-629
876,-680,-8876,-308,-170,-71,41,145,-629
840,-606,-8854,-261,-202,-57,41,145,-629
848,-598,-8778,-255,-195,-82,41,145,-629
830,-562,-8754,-323,-191,-69,41,145,-629
802,-682,-8746,-365,-188,-96,41,145,-629
776,-604,-8646,-364,-165,-95,41,145,-629
844,-606,-8712,-334,-153,-61,41,145,-629
770,-638,-8710,-275,-186,-40,41,145,-629
780,-682,-8584,-268,-181,10,41,145,-629
784,-600,-8618,-223,-167,3,41,145,-629
794,-560,-8568,-222,-136,16,41,145,-629
740,-558,-8448,-220,-57,26,41,145,-629
720,-600,-8502,-183,-37,26,41,145,-629
720,-546,-8544,-161,26,14,41,145,-629
740,-542,-8464,-138,55,3,41,145,-629
700,-624,-8518,-192,68,-21,41,145,-629
714,-644,-8482,-247,154,-24,41,145,-629
738,-672,-8530,-260,160,-41,41,145,-629
726,-612,-8642,-298,239,-42,41,145,-629
800,-654,-8620,-322,236,-11,41,145,-629
828,-632,-8766,-374,209,-39,41,145,-629
826,-538,-8692,-366,127,-56,41,145,-629
824,-532,-8756,-319,54,-71,41,145,-629
836,-586,-8752,-304,46,-94,41,145,-629
816,-568,-8762,-307,48,-101,41,145,-629
824,-664,-8812,-268,53,-91,41,145,-629
848,-654,-8756,-244,52,-52,45,157,-636
804,-690,-8804,-271,31,-38,45,157,-636
798,-678,-8822,-223,-30,-18,45,157,-636
830,-690,-8690,-172,-43,43,45,157,-636
808,-684,-8748,-218,-55,40,45,157,-636
774,-636,-8796,-217,-4,43,45,157,-636
784,-598,-8798,-193,1,13,45,157,-636
784,-598,-8798,-193,1,13,45,157,-636
796,-590,-8802,-217,-6,-18,45,157,-636
832,-604,-8792,-237,-60,-43,45,157,-636
806,-616,-8736,-268,-108,-51,45,157,-636
768,-660,-8722,-290,-117,-68,45,157,-636
772,-680,-8564,-338,-43,-41,45,157,-636
772,-662,-8616,-380,26,-44,45,157,-636
718,-606,-8614,-349,28,-26,45,157,-636
682,-652,-8518,-314,45,-19,45,157,-636
696,-610,-8540,-304,51,-40,45,157,-636
734,-632,-8514,-296,129,-1,41,144,-634
722,-598,-8564,-278,166,12,41,144,-634
684,-622,-8546,-246,238,1,41,144,-634
772,-648,-8500,-183,269,14,41,144,-634
754,-636,-8574,-198,302,28,41,144,-634
726,-568,-8586,-202,257,6,41,144,-634
754,-650,-8610,-264,233,-29,41,144,-634
748,-628,-8554,-313,256,-42,41,144,-634
748,-672,-8594,-332,298,-35,41,144,-634
728,-576,-8710,-315,335,-46,41,144,-634
736,-604,-8674,-304,295,-32,41,144,-634
830,-544,-8830,-287,218,-35,41,144,-634
782,-630,-8794,-344,244,-52,41,144,-634
936,-614,-8766,-238,116,-50,41,144,-634
858,-642,-8814,-302,124,-51,41,144,-634
902,-608,-8950,-333,84,-48,41,144,-634
918,-644,-8828,-297,8,-38,45,154,-629
850,-606,-8932,-309,28,-39,45,154,-629
928,-636,-8874,-304,-48,-55,45,154,-629
852,-606,-8804,-271,-110,-43,45,154,-629
856,-598,-8908,-222,-89,-33,45,154,-629
816,-596,-8886,-221,-73,-11,45,154,-629
866,-610,-8872,-214,-58,-8,45,154,-629
