-338,492,-8766,259,198,-103,38,212,-584
-294,446,-8782,243,195,-123,38,212,-584
-328,440,-8684,204,152,-152,38,212,-584
-370,376,-8634,182,195,-137,38,212,-584
-362,394,-8706,132,251,-118,38,212,-584
-376,388,-8676,81,283,-143,38,212,-584
-354,416,-8636,-68,260,-170,38,212,-584
-306,340,-8668,-145,236,-200,38,212,-584
-352,338,-8668,-203,173,-228,38,212,-584
-282,296,-8602,-308,86,-224,38,214,-578
-282,234,-8672,-505,36,-220,38,214,-578
-336,192,-8586,-673,-24,-214,38,214,-578
-328,250,-8670,-783,-63,-215,38,214,-578
-278,308,-8574,-739,-78,-203,38,214,-578
-340,352,-8616,-674,-102,-170,38,214,-578
-348,448,-8520,-518,-89,-136,38,214,-578
-398,394,-8560,-328,11,-105,38,214,-578
-334,378,-8482,-162,75,-73,38,214,-578
-350,356,-8516,-34,173,-50,38,214,-578
-400,380,-8556,100,273,-4,38,214,-578
-364,452,-8554,230,369,-18,38,214,-578
-300,352,-8604,346,415,-1,38,214,-578
-318,356,-8634,474,402,-7,38,214,-578
-302,324,-8604,591,387,38,38,214,-578
-258,268,-8644,655,409,69,38,214,-578
-356,236,-8592,649,510,146,38,220,-582
-288,234,-8604,639,622,206,45,220,-582
-300,268,-8832,633,673,203,45,220,-582
-330,380,-8790,717,677,237,45,220,-582
-280,348,-8828,925,659,254,45,220,-582
-258,288,-8886,1058,647,295,45,220,-582
-264,264,-8852,923,692,265,45,220,-582
-222,176,-8818,591,710,252,45,220,-582
-320,208,-8844,287,621,220,45,220,-582
-192,136,-8808,-27,482,175,45,220,-582
-258,250,-8946,-326,244,159,45,220,-582
-176,250,-8958,-646,42,78,45,220,-582
-144,246,-8888,-890,-162,-2,45,220,-582
-318,302,-9006,-885,-119,-56,45,220,-582
-150,344,-8848,-900,-383,-39,45,220,-582
-346,432,-8840,-709,-319,-42,45,220,-582
-222,350,-8656,-700,-218,-23,45,220,-582
-312,362,-8708,-697,-241,43,40,208,-585
-320,276,-8646,-552,60,121,40,208,-585
-316,394,-8544,-371,191,202,40,208,-585
-416,394,-8608,-191,320,280,40,208,-585
-374,408,-8672,-88,495,290,40,208,-585
-356,452,-8714,37,579,310,40,208,-585
-354,466,-8684,167,647,307,40,208,-585
-392,562,-8666,314,707,297,40,208,-585
-374,568,-8578,471,787,323,40,208,-585
-382,488,-8696,611,829,206,40,208,-585
-282,442,-8778,661,821,240,40,208,-585
-350,410,-8842,641,809,259,40,208,-585
-272,402,-8886,634,719,291,40,208,-585
-310,418,-8902,613,698,318,40,208,-585
-316,530,-8876,633,655,325,40,208,-585
-330,570,-8746,695,683,311,40,208,-585
-384,558,-8756,814,727,266,42,208,-578
-316,582,-8778,974,744,251,42,208,-578
-404,582,-8666,1094,752,269,42,208,-578
-422,518,-8624,1167,862,262,42,208,-578
-368,506,-8664,1192,983,284,42,208,-578
-402,492,-8638,1221,1106,315,42,208,-578
-386,546,-8662,1315,1276,348,42,208,-578
-338,516,-8622,1411,1397,385,42,208,-578
-328,518,-8692,1574,1489,392,42,208,-578
-288,542,-8748,1709,1513,370,42,208,-578
-344,490,-8682,1755,1538,350,42,208,-578
