,ax,ay,az,gx,gy,gz,cx,cy,cz
168,767,643,-4218,-40,39,232,-118,287,-625
169,778,620,-4245,-32,15,250,-118,287,-625
170,759,638,-4303,-4,-17,266,-118,287,-625
171,760,609,-4393,21,-59,277,-118,287,-625
172,722,572,-4439,10,-101,303,-118,287,-625
173,692,537,-4460,-13,-137,336,-118,287,-625
174,714,506,-4500,-34,-180,373,-118,287,-625
175,689,509,-4461,-65,-220,419,-118,287,-625
176,686,527,-4375,-50,-246,463,-118,287,-625
177,699,587,-4343,-46,-247,507,-118,287,-625
178,727,643,-4266,-21,-240,533,-118,287,-625
179,733,717,-4217,-3,-239,545,-118,287,-625
180,753,727,-4209,25,-226,554,-118,287,-625
181,722,734,-4237,41,-225,571,-118,287,-625
182,728,702,-4248,38,-202,575,-118,287,-625
183,732,675,-4246,19,-191,579,-118,287,-625
184,744,683,-4283,-26,-186,588,-118,287,-625
185,665,693,-4289,-125,-167,625,-118,287,-625
186,787,434,-4234,-443,-267,581,-118,287,-625
187,735,689,-4064,-181,-118,656,-118,287,-625
188,776,786,-4053,-182,-120,652,-118,287,-625
189,824,668,-4099,-82,-19,706,-118,287,-625
190,786,699,-4119,-77,-85,714,-118,287,-625
191,780,680,-4190,-218,-205,703,-118,287,-625
192,671,683,-4296,-218,-150,726,-118,287,-625
193,655,570,-4294,-143,-71,787,-118,287,-625
194,696,499,-4351,-109,-101,847,-116,293,-621
195,684,463,-4416,-118,-126,901,-116,293,-621
196,669,508,-4443,-130,-131,958,-116,293,-621
197,692,509,-4389,-148,-143,1012,-116,293,-621
198,774,585,-4285,-146,-201,1009,-116,293,-621
199,753,708,-4281,-104,-224,1087,-116,293,-621
200,787,787,-4281,-86,-251,1099,-116,293,-621
201,787,854,-4293,-70,-279,1085,-116,293,-621
202,779,857,-4254,-36,-315,1066,-116,293,-621
203,752,757,-4270,0,-338,1055,-116,293,-621
204,734,665,-4268,16,-344,1072,-116,293,-621
205,696,554,-4269,7,-342,1103,-116,293,-621
206,885,606,-4080,-13,-407,1153,-116,293,-621
207,649,563,-4250,-89,-285,1188,-116,293,-621
208,725,575,-4144,-113,-307,1218,-116,293,-621
209,638,519,-4207,-189,-335,1268,-116,293,-621
210,587,678,-4291,-269,-379,1214,-103,292,-623
211,816,620,-4058,-62,-292,1298,-103,292,-623
212,780,901,-4180,-40,-298,1283,-103,292,-623
213,726,711,-4235,-60,-87,1332,-103,292,-623
214,912,653,-4128,-227,-344,1284,-103,292,-623
215,624,782,-4228,-251,-305,1273,-103,292,-623
216,841,927,-4169,-211,-268,1251,-103,292,-623
217,845,952,-4129,-187,-307,1210,-103,292,-623
218,863,984,-4135,-174,-332,1163,-103,292,-623
219,788,1009,-4186,-164,-333,1115,-103,292,-623
220,840,964,-4231,-193,-314,1060,-103,292,-623
221,867,914,-4284,-266,-338,1020,-103,292,-623
222,845,859,-4254,-328,-391,990,-103,292,-623
223,791,897,-4216,-352,-415,973,-103,292,-623
224,1060,617,-4252,-518,-472,1029,-103,292,-623
225,941,1250,-4114,-276,-451,927,-103,292,-623
226,877,932,-4081,-417,-410,929,-103,292,-623
227,738,1114,-4029,-271,-391,896,-103,292,-623
228,863,1068,-3917,-315,-376,837,-103,292,-623
229,937,1190,-3764,-354,-552,752,-103,292,-623
230,787,1261,-3857,-306,-414,698,-103,292,-623
231,850,1271,-3759,-218,-371,627,-103,292,-623
232,839,1250,-3853,-184,-331,545,-103,292,-623
233,916,1275,-3878,-128,-350,461,-103,292,-623
234,878,1344,-3864,-61,-327,379,-103,292,-623
235,931,1378,-3906,-13,-322,283,-103,292,-623
236,922,1410,-3922,19,-348,169,-103,292,-623
237,965,1397,-3918,45,-405,51,-103,292,-623
238,914,1443,-3913,65,-408,-58,-103,292,-623
239,944,1389,-3940,89,-418,-182,-103,292,-623
240,960,1342,-3890,129,-439,-283,-103,292,-623
241,928,1324,-3934,186,-440,-372,-103,305,-616
242,906,1334,-3951,245,-406,-451,-106,305,-616
243,928,1340,-3957,280,-401,-546,-106,305,-616
244,979,1386,-3921,323,-439,-649,-106,305,-616
245,979,1411,-3958,404,-503,-758,-106,305,-616
246,962,1545,-3870,549,-549,-868,-106,305,-616
247,1002,1700,-3774,707,-541,-992,-106,305,-616
248,1049,1848,-3708,994,-532,-1136,-106,305,-616
249,1115,1958,-3675,1302,-538,-1314,-106,305,-616
250,1143,2028,-3709,1555,-559,-1539,-106,305,-616
251,1245,2097,-3745,1727,-581,-1829,-106,305,-616
252,1210,2109,-3773,1846,-512,-2169,-106,305,-616
253,1286,2408,-3593,1929,-527,-2574,-106,305,-616
254,1390,2323,-3360,2150,-604,-2946,-106,305,-616
255,1348,2220,-3222,2300,-682,-3367,-106,305,-616
256,1310,2009,-3070,2411,-756,-3815,-106,305,-616
257,1162,1963,-3090,2579,-624,-4195,-136,265,-633
258,1080,1586,-3119,2731,-430,-4531,-136,265,-633
259,988,1052,-3317,2683,-219,-4796,-136,265,-633
260,912,693,-3458,2525,2,-5008,-136,265,-633
261,892,435,-3639,2289,172,-5127,-136,265,-633
262,886,274,-3757,1986,320,-5208,-136,265,-633
263,822,117,-3950,1677,447,-5293,-136,265,-633
264,793,-96,-4099,1372,594,-5322,-136,265,-633
265,739,-297,-4277,1065,777,-5300,-136,265,-633
266,872,-454,-4464,708,974,-5208,-136,265,-633
267,784,-413,-4709,283,1146,-5114,-136,265,-633
268,917,-146,-4815,-83,1347,-5049,-136,265,-633
269,938,50,-4811,-246,1456,-5070,-136,265,-633
270,971,145,-4981,-297,1573,-5062,-136,265,-633
271,992,163,-5040,-457,1648,-5086,-136,265,-633
272,1042,71,-4960,-727,1607,-5156,-136,265,-633
273,874,-64,-4877,-908,1578,-5181,-161,226,-635
274,682,-246,-4822,-900,1650,-5093,-161,226,-635
275,721,-532,-4783,-858,1738,-4872,-161,226,-635
276,632,-684,-4886,-869,1799,-4590,-161,226,-635
277,590,-699,-4859,-873,1861,-4318,-161,226,-635
278,492,-673,-4738,-778,1879,-4058,-161,226,-635
279,713,-393,-4376,-306,1742,-3828,-161,226,-635
280,764,245,-3983,632,1451,-3685,-161,226,-635
281,943,-196,-4294,840,1233,-3495,-161,226,-635
282,834,-1408,-4817,-315,1334,-3281,-161,226,-635
283,-156,-321,-4280,-456,1526,-3233,-161,226,-635
284,118,-604,-3678,-44,2303,-2826,-161,226,-635
285,114,-583,-3478,651,2421,-2614,-161,226,-635
286,398,-1018,-3744,1153,2421,-2251,-161,226,-635
287,304,-1319,-4236,943,2411,-1912,-161,226,-635
288,249,-1358,-4418,830,2533,-1565,-161,223,-650
289,238,-1380,-4616,732,2786,-1172,-161,223,-650
290,333,-1191,-4722,841,2853,-811,-161,223,-650
291,465,-1053,-4906,989,2737,-532,-161,223,-650
292,620,-1034,-5239,945,2409,-293,-161,223,-650
293,677,-996,-5485,716,2027,-124,-161,223,-650
294,735,-853,-5521,441,1658,-1,-161,223,-650
295,692,-694,-5417,299,1392,102,-161,223,-650
296,702,-599,-5298,282,1210,213,-161,223,-650
297,692,-529,-5090,283,1029,319,-161,223,-650
298,668,-591,-4958,264,865,437,-161,223,-650
299,590,-669,-4858,248,746,587,-161,223,-650
300,603,-763,-4763,227,648,755,-161,223,-650
301,549,-860,-4711,222,569,954,-161,223,-650
302,525,-879,-4556,248,488,1183,-161,223,-650
303,524,-845,-4552,260,462,1412,-161,223,-650
304,567,-795,-4538,290,444,1634,-124,204,-660
305,645,-657,-4564,374,338,1832,-124,204,-660
306,651,-628,-4807,455,248,2017,-124,204,-660
307,672,-858,-5104,498,66,2204,-124,204,-660
308,698,-1011,-5276,448,-185,2402,-124,204,-660
309,712,-1035,-5463,344,-443,2642,-124,204,-660
310,645,-1053,-5560,180,-619,2850,-124,204,-660
311,814,-1013,-5374,42,-882,3095,-124,204,-660
312,721,-956,-5305,-129,-1058,3305,-124,204,-660
313,814,-848,-5118,-246,-1265,3505,-124,204,-660
314,856,-736,-4920,-333,-1407,3679,-124,204,-660
315,853,-673,-4772,-431,-1413,3840,-124,204,-660
316,1001,-481,-4515,-483,-1546,3965,-124,204,-660
317,893,-398,-4373,-538,-1564,4079,-124,204,-660
318,1020,-201,-4120,-551,-1534,4156,-124,204,-660
319,1101,-20,-4059,-623,-1423,4230,-124,204,-660
320,1144,164,-3918,-664,-1259,4226,-117,206,-651
321,1275,471,-3775,-535,-1148,4153,-117,206,-651
322,1519,710,-3823,-256,-1144,4060,-117,206,-651
323,1373,652,-3855,235,-1107,4045,-117,206,-651
324,1356,480,-4256,-80,-1155,3917,-117,206,-651
325,1320,550,-4510,-132,-1151,3851,-117,206,-651
326,1205,458,-4665,-282,-1109,3772,-117,206,-651
327,1253,458,-4691,-368,-1114,3711,-117,206,-651
328,1330,464,-4608,-333,-1221,3661,-117,206,-651
329,1154,336,-4651,-394,-1251,3626,-117,206,-651
330,1111,204,-4578,-435,-1271,3627,-117,206,-651
331,1047,76,-4657,-525,-1246,3650,-117,206,-651
332,1010,-39,-4781,-658,-1192,3714,-117,206,-651
333,1013,-103,-4802,-861,-1182,3782,-117,206,-651
334,1044,-58,-4753,-1055,-1210,3840,-117,206,-651
335,1076,59,-4689,-1238,-1259,3877,-117,206,-651
336,1125,303,-4517,-1378,-1287,3896,-119,228,-649
337,1229,489,-4356,-1476,-1321,3897,-119,228,-649
338,1269,710,-4205,-1583,-1373,3890,-119,228,-649
339,1112,1166,-3951,-1625,-1309,3668,-119,228,-649
340,1337,1391,-3723,-1638,-1172,3366,-119,228,-649
341,1354,1630,-3647,-1391,-1141,3116,-119,228,-649
342,1204,1516,-3713,-1279,-1030,2828,-119,228,-649
343,922,1435,-3844,-1055,-895,2588,-119,228,-649
344,913,1002,-3994,-1022,-790,2440,-119,228,-649
345,912,659,-3961,-1100,-691,2386,-119,228,-649
346,912,534,-4013,-1246,-635,2366,-119,228,-649
347,1198,195,-4078,-1462,-702,2433,-119,228,-649
348,949,632,-4144,-1329,-609,2410,-119,228,-649
349,969,244,-4190,-1552,-633,2414,-119,228,-649
350,673,816,-4265,-1311,-498,2414,-119,228,-649
351,1185,633,-4313,-1461,-652,2274,-106,258,-636
352,1147,1043,-4209,-1223,-723,2205,-106,258,-636
353,1170,1085,-4219,-1533,-956,2049,-106,258,-636
354,769,1282,-4196,-1399,-849,1941,-106,258,-636
355,1178,1054,-3900,-1632,-961,1780,-106,258,-636
356,849,1224,-3801,-1425,-886,1627,-106,258,-636
357,878,1050,-3725,-1272,-737,1530,-106,258,-636
358,868,1042,-3672,-1050,-640,1484,-106,258,-636
359,972,619,-3757,-1116,-643,1406,-106,258,-636
360,815,697,-3789,-856,-500,1433,-106,258,-636
361,885,462,-3893,-1122,-539,1467,-106,258,-636
362,471,707,-4047,-1014,-454,1458,-106,258,-636
363,881,645,-3867,-1023,-347,1487,-106,258,-636
364,954,858,-3889,-1111,-522,1458,-106,258,-636
365,510,983,-4076,-876,-167,1446,-106,258,-636
366,1164,784,-4016,-1127,-404,1334,-106,258,-636
367,811,1268,-3920,-865,-405,1245,-104,275,-617
368,830,1173,-3933,-923,-334,1142,-104,275,-617
369,690,1189,-3878,-785,-419,1019,-104,275,-617
370,726,1140,-3903,-736,-305,921,-104,275,-617
371,871,1123,-3786,-667,-304,858,-104,275,-617
372,657,1197,-3845,-614,-187,773,-104,275,-617
373,613,912,-3897,-563,-99,728,-104,275,-617
374,778,1015,-3998,-573,-140,663,-104,275,-617
375,716,953,-4124,-586,-122,605,-104,275,-617
376,836,959,-4244,-661,-233,524,-104,275,-617
377,783,1013,-4332,-737,-302,475,-104,275,-617
378,928,942,-4353,-899,-436,466,-104,275,-617
379,1031,1197,-4272,-798,-296,456,-104,275,-617
380,823,1256,-4322,-899,-351,308,-104,275,-617
381,910,1488,-4164,-812,-478,176,-104,275,-617
382,912,1493,-3958,-730,-423,58,-104,275,-617
383,891,1528,-3825,-642,-336,-51,-106,301,-617
384,880,1581,-3730,-500,-314,-163,-106,301,-617
385,881,1580,-3679,-349,-189,-281,-106,301,-617
386,901,1574,-3594,-264,-92,-400,-106,301,-617
387,909,1617,-3666,-166,10,-546,-106,301,-617
388,914,1686,-3584,-23,120,-666,-106,301,-617
389,917,1743,-3612,91,238,-810,-106,301,-617
390,1042,1850,-3678,109,393,-1002,-106,301,-617
391,1169,2095,-3692,44,571,-1256,-106,301,-617
392,1227,2449,-3685,-74,825,-1537,-106,301,-617
393,1395,2815,-3659,-202,1064,-1885,-106,301,-617
394,1669,3169,-3543,-243,1291,-2357,-106,301,-617
395,1770,3511,-3528,-238,1478,-2878,-106,301,-617
396,1906,3630,-3329,-106,1554,-3435,-106,301,-617
397,1902,3701,-3281,151,1661,-3992,-106,301,-617
398,1931,3484,-3298,367,1735,-4579,-107,294,-624
399,2069,3166,-3189,398,1821,-5156,-107,294,-624
400,2039,2876,-3189,257,2032,-5688,-107,294,-624
401,2028,2430,-2916,86,2316,-6185,-107,294,-624
402,1914,2177,-2801,-12,2510,-6523,-107,294,-624
403,1793,1869,-2621,-1,2803,-6770,-107,294,-624
404,1741,1368,-2490,29,3162,-6902,-107,294,-624
405,1509,964,-2478,6,3591,-6969,-107,294,-624
406,1396,595,-2430,-66,4186,-6971,-107,294,-624
407,1301,229,-2440,-146,4728,-6900,-107,294,-624
408,1240,-231,-2398,-157,5264,-6705,-107,294,-624
409,1154,-536,-2505,-278,5775,-6440,-107,294,-624
410,1073,-760,-2612,-452,6374,-6088,-107,294,-624
411,1040,-854,-2743,-538,6981,-5727,-107,294,-624
412,991,-1124,-2998,-677,7909,-5311,-107,294,-624
413,985,-1154,-3402,-1019,8418,-4836,-107,294,-624
414,1117,-914,-3980,-770,8612,-4437,-80,286,-623
415,1432,-943,-4865,-509,7922,-4096,-80,286,-623
416,1529,-757,-5672,-266,7328,-3899,-80,286,-623
417,1568,-907,-6291,-320,6544,-3670,-80,286,-623
418,1291,-906,-6935,-618,5757,-3427,-80,286,-623
419,1326,-770,-7290,-961,5072,-3155,-80,286,-623
420,1309,-693,-7411,-1172,4100,-2882,-80,286,-623
421,1386,-654,-7346,-1216,3089,-2577,-80,286,-623
422,1310,-630,-7256,-1180,2158,-2256,-80,286,-623
423,1247,-595,-6943,-1126,1488,-1892,-80,286,-623
424,1109,-690,-6686,-999,912,-1500,-80,286,-623
425,1137,-615,-6372,-896,555,-1107,-80,286,-623
426,1209,-484,-6008,-727,245,-735,-80,286,-623
427,1177,-356,-5615,-540,90,-379,-80,286,-623
428,1204,-175,-5291,-426,50,-116,-80,286,-623
429,1288,41,-4984,-309,-43,49,-80,286,-623
430,1316,170,-4720,-259,-57,146,-44,305,-625
431,1386,361,-4455,-163,8,226,-44,305,-625
432,1458,500,-4209,28,104,298,-44,305,-625
433,1487,542,-4042,104,213,322,-44,305,-625
434,1513,630,-4009,164,353,331,-44,305,-625
435,1573,660,-3984,154,471,297,-44,305,-625
436,1599,745,-4013,172,549,264,-44,305,-625
437,1630,701,-4105,209,581,204,-44,305,-625
438,1637,579,-4199,148,523,121,-44,305,-625
439,1657,534,-4297,31,395,35,-44,305,-625
440,1681,445,-4346,-99,209,-36,-44,305,-625
441,1697,391,-4385,-255,30,-98,-44,305,-625
442,1635,314,-4376,-421,-90,-116,-44,305,-625
443,1677,270,-4335,-571,-191,-120,-44,305,-625
444,1596,307,-4312,-655,-252,-88,-44,305,-625
445,1535,359,-4249,-683,-261,-44,-44,305,-625
446,1548,395,-4206,-659,-266,15,-34,303,-624
447,1524,443,-4195,-654,-261,65,-34,303,-624
448,1488,433,-4188,-615,-268,130,-34,303,-624
449,1395,368,-4224,-520,-282,208,-34,303,-624
450,1320,247,-4373,-386,-298,326,-34,303,-624
451,1308,27,-4519,-293,-386,483,-34,303,-624
452,1219,-159,-4657,-285,-542,658,-34,303,-624
453,1203,-221,-4665,-282,-710,868,-34,303,-624
454,1219,-183,-4647,-266,-901,1099,-34,303,-624
455,1195,-152,-4591,-229,-1010,1314,-34,303,-624
456,1179,-33,-4521,-227,-1095,1532,-34,303,-624
457,1278,74,-4467,-217,-1204,1702,-34,303,-624
458,1342,273,-4395,-215,-1278,1823,-34,303,-624
459,1306,448,-4376,-242,-1317,1896,-34,303,-624
460,1335,676,-4226,-234,-1304,1908,-34,303,-624
461,1464,810,-4109,-219,-1301,1877,-34,303,-624
462,1453,894,-4030,-160,-1293,1841,-36,302,-615
463,1512,901,-4064,-116,-1277,1831,-36,302,-615
464,1536,908,-4035,-151,-1259,1809,-36,302,-615
465,1485,949,-4002,-236,-1216,1763,-36,302,-615
466,1526,1016,-3943,-358,-1184,1688,-36,302,-615
467,1556,1130,-3872,-328,-1198,1615,-36,302,-615
468,1599,1162,-3842,-275,-1210,1536,-36,302,-615
469,1610,1167,-3831,-244,-1274,1487,-36,302,-615
470,1623,1153,-3824,-330,-1268,1400,-36,302,-615
471,1595,1184,-3837,-420,-1287,1308,-36,302,-615
472,1570,1198,-3843,-437,-1295,1231,-36,302,-615
473,1444,1030,-3893,-413,-1288,1194,-36,302,-615
474,1385,1059,-3969,-196,-1325,1183,-36,302,-615
475,1339,669,-4219,-278,-1350,1216,-36,302,-615
476,1225,411,-4571,-287,-1405,1321,-36,302,-615
477,1164,12,-4804,-410,-1558,1496,-54,317,-619
478,1127,-126,-4864,-645,-1723,1670,-54,317,-619
479,1100,-42,-4803,-790,-1885,1871,-54,317,-619
480,1145,115,-4681,-832,-2052,2056,-54,317,-619
481,1252,335,-4462,-891,-2137,2204,-54,317,-619
482,1363,649,-4339,-854,-2171,2326,-54,317,-619
483,1437,932,-4111,-817,-2160,2425,-54,317,-619
484,1418,1139,-3953,-813,-2132,2368,-54,317,-619
485,1467,1399,-3717,-759,-1991,2289,-54,317,-619
486,1477,1561,-3590,-616,-1875,2198,-54,317,-619
487,1476,1629,-3533,-428,-1755,2089,-54,317,-619
488,1460,1637,-3544,-254,-1611,1967,-54,317,-619
489,1369,1583,-3625,-145,-1465,1840,-54,317,-619
490,1429,1516,-3635,-88,-1413,1715,-54,317,-619
491,1389,1501,-3654,-64,-1404,1615,-54,317,-619
492,1393,1389,-3719,4,-1461,1502,-54,317,-619
493,1243,1179,-3879,39,-1480,1423,-60,320,-616
494,1144,1041,-4040,84,-1473,1401,-60,320,-616
495,1070,579,-4165,-127,-1489,1437,-60,320,-616
496,1072,539,-4227,-111,-1536,1495,-60,320,-616
497,1048,308,-4271,-261,-1527,1629,-60,320,-616
498,990,169,-4271,-490,-1478,1816,-60,320,-616
499,888,369,-4235,-482,-1359,1960,-60,320,-616
500,1079,243,-4177,-619,-1440,2084,-60,320,-616
501,959,512,-4186,-594,-1401,2211,-60,320,-616
502,1118,460,-4041,-738,-1409,2377,-60,320,-616
503,929,729,-4149,-816,-1419,2384,-60,320,-616
504,973,503,-4090,-863,-1289,2491,-60,320,-616
505,1114,663,-3937,-881,-1241,2524,-60,320,-616
506,1137,871,-3757,-760,-1067,2582,-60,320,-616
507,1044,1046,-3684,-839,-1124,2616,-60,320,-616
508,862,1223,-3607,-652,-999,2628,-60,320,-616
509,1155,1242,-3503,-711,-1001,2502,-56,323,-604
