1516,3367,-2797,2278,6132,-1434,-161,558,-326
1561,3328,-2672,2168,5768,-1343,-161,558,-326
1443,3198,-2508,1944,5398,-1245,-161,558,-326
1351,3185,-2375,1699,5004,-1145,-161,558,-326
1296,3139,-2225,1562,4714,-1029,-161,558,-326
1195,2998,-2028,1204,4515,-1016,-161,558,-326
1108,3088,-1921,828,4378,-967,-161,558,-326
1174,3202,-1883,752,4252,-862,-161,558,-326
1130,3281,-1830,761,4161,-811,-161,558,-326
1258,3370,-1677,1108,3977,-715,-161,558,-326
793,3366,-1623,806,4301,-969,-161,558,-326
806,3542,-1669,601,4763,-1074,-161,558,-326
865,3677,-1697,609,5218,-1177,-161,558,-326
1208,3791,-1787,827,5436,-1192,-161,558,-326
1175,3666,-1356,1096,5485,-1428,-161,558,-326
1022,3687,-1354,1077,5759,-1443,-141,543,-367
924,3713,-1397,980,6165,-1533,-141,543,-367
1162,3814,-1478,998,6449,-1430,-141,543,-367
1296,3841,-1451,1059,6530,-1497,-141,543,-367
1378,3902,-1559,1159,6494,-1538,-141,543,-367
1444,3874,-1567,1197,6300,-1504,-141,543,-367
1492,3797,-1588,1164,6135,-1478,-141,543,-367
1528,3748,-1602,1069,5965,-1406,-141,543,-367
1534,3715,-1668,999,5767,-1315,-141,543,-367
1587,3701,-1734,987,5482,-1164,-141,543,-367
1613,3557,-1857,969,5144,-1089,-141,543,-367
1547,3593,-1890,949,4828,-970,-141,543,-367
1524,3438,-1847,793,4555,-875,-141,543,-367
1432,3445,-1829,601,4299,-809,-141,543,-367
1398,3520,-1807,526,4099,-745,-141,543,-367
1409,3474,-1789,484,3810,-659,-101,536,-398
1192,3398,-1701,366,3763,-754,-101,536,-398
1061,3489,-1615,363,3866,-774,-101,536,-398
1010,3489,-1434,422,3990,-725,-101,536,-398
803,3567,-1223,270,4184,-829,-101,536,-398
788,3702,-1117,295,4459,-852,-101,536,-398
771,3755,-1155,392,4747,-864,-101,536,-398
765,3834,-1071,503,5042,-903,-101,536,-398
790,3834,-1026,607,5287,-958,-101,536,-398
795,3894,-1084,657,5519,-994,-101,536,-398
912,3867,-1092,724,5627,-1026,-101,536,-398
898,3887,-1101,779,5613,-1005,-101,536,-398
916,3824,-1100,786,5545,-973,-101,536,-398
965,3830,-1176,781,5384,-953,-101,536,-398
1033,3744,-1201,745,5106,-932,-101,536,-398
1093,3649,-1272,673,4768,-873,-101,536,-398
1122,3618,-1371,600,4480,-833,-57,520,-407
1191,3583,-1439,478,4168,-790,-57,520,-407
1218,3598,-1495,411,3858,-736,-57,520,-407
1310,3528,-1482,308,3500,-683,-57,520,-407
1383,3583,-1571,240,3128,-610,-57,520,-407
1492,3565,-1611,202,2774,-535,-57,520,-407
1493,3561,-1657,138,2430,-473,-57,520,-407
1446,3584,-1682,79,2105,-417,-57,520,-407
