,ax,ay,az,gx,gy,gz,cx,cy,cz
240,3504,1236,-1765,3004,15967,-3031,258,253,-554
241,3332,954,-2809,3572,15945,-2184,258,253,-554
242,3325,647,-2849,3121,15733,-2035,258,253,-554
243,6058,130,-5861,2645,14268,-1820,258,253,-554
244,3478,424,-2366,2196,14848,-1341,258,253,-554
245,3675,462,-1988,1828,15048,-996,258,253,-554
246,3808,1001,-1906,1434,15317,-901,258,253,-554
247,3904,1038,-2011,1224,14833,-783,258,253,-554
248,3629,620,-1971,855,13705,-656,258,253,-554
249,3129,181,-1326,415,12776,-746,258,253,-554
250,2266,-7,-327,-122,13103,-643,258,253,-554
251,2030,307,155,-542,13728,-518,258,253,-554
252,2458,925,-225,-684,13697,-471,258,253,-554
253,2815,1093,-361,-634,12433,-254,258,253,-554
254,2780,1070,224,-65,8723,-5,258,253,-554
255,3365,1019,-2180,162,12654,62,258,253,-554
256,4842,686,-1373,343,11623,282,458,233,-382
257,5091,551,-1306,45,11032,102,458,233,-382
258,5285,569,-1221,-229,10845,-162,458,233,-382
259,5704,743,-1461,-85,10360,-264,458,233,-382
260,5661,632,-1516,-36,9317,-482,458,233,-382
261,5063,314,-1089,-366,8633,-915,458,233,-382
262,4593,389,-623,-675,8581,-1274,458,233,-382
263,4278,703,-692,-804,8252,-1434,458,233,-382
264,4157,1034,-771,-681,7510,-1262,458,233,-382
265,4186,957,-788,-431,6686,-1025,458,233,-382
266,4282,891,-874,-317,6023,-889,458,233,-382
267,4393,807,-912,-392,5363,-779,458,233,-382
268,4370,881,-669,-302,4672,-758,458,233,-382
269,4142,840,-536,-300,4153,-695,458,233,-382
270,3753,835,-395,-382,4087,-665,458,233,-382
271,3527,987,-265,-290,4068,-613,458,233,-382
272,3460,901,-371,-256,3884,-433,458,233,-382
273,3600,949,-415,-209,3541,-357,458,233,-382
274,3036,850,-53,-266,3729,-543,458,233,-382
275,2018,886,480,-508,4899,-650,458,233,-382
276,1866,1257,533,-389,5951,-284,458,233,-382
277,2676,1485,284,156,5879,126,458,233,-382
278,3553,1147,-116,385,5523,366,458,233,-382
279,4317,859,-132,373,5208,336,458,233,-382
280,4691,772,-126,400,4602,291,458,233,-382
281,4707,699,-64,408,3962,186,458,233,-382
282,4685,646,26,317,3472,22,458,233,-382
283,4717,684,45,362,2947,-28,458,233,-382
284,4633,646,-89,330,2411,-61,458,233,-382
285,4623,603,-65,263,1888,-187,458,233,-382
286,4485,582,-85,182,1406,-226,458,233,-382
287,4340,633,-115,69,966,-191,458,233,-382
288,4172,724,37,-17,613,-205,517,248,-183
289,4157,748,124,-27,259,-277,517,248,-183
290,4103,844,139,-51,-63,-259,517,248,-183
291,4048,831,243,-82,-326,-224,517,248,-183
292,3634,779,392,-147,-413,-240,517,248,-183
293,2790,710,542,-321,94,-431,517,248,-183
294,2304,945,509,-380,815,-456,517,248,-183
295,2429,1060,428,-282,1319,-308,517,248,-183
296,2879,1084,271,-233,1576,-231,517,248,-183
297,3529,1058,274,-115,1585,-124,517,248,-183
298,3808,940,338,-103,1520,-122,517,248,-183
299,3871,873,399,-120,1431,-152,517,248,-183
300,3942,814,510,-118,1355,-139,517,248,-183
301,4149,810,539,-137,1209,-131,517,248,-183
302,4306,905,638,-145,1017,-98,517,248,-183
303,4296,925,694,-172,857,-152,517,248,-183
304,4192,997,749,-140,682,-138,521,251,-157
305,4104,1053,709,-133,553,-132,521,251,-157
306,4010,1095,688,-91,462,-117,521,251,-157
307,4037,1162,669,-7,338,-19,521,251,-157
308,3988,1071,676,23,299,-31,521,251,-157
309,3745,1036,623,17,304,-11,521,251,-157
310,3674,1060,628,10,416,20,521,251,-157
311,3765,1057,591,49,407,142,521,251,-157
312,3995,991,536,71,317,204,521,251,-157
313,4093,934,592,53,187,239,521,251,-157
314,4038,916,643,9,104,217,521,251,-157
315,3814,896,760,-23,126,159,521,251,-157
316,3564,914,791,-67,296,101,521,251,-157
317,3602,1007,725,-70,482,135,521,251,-157
318,3791,1037,626,-10,538,221,521,251,-157
319,3994,953,568,-43,536,205,521,251,-157
320,4115,911,636,-27,421,250,513,243,-155
321,4088,871,697,-115,364,169,513,243,-155
322,4026,885,750,-115,345,99,513,243,-155
323,3913,899,767,-139,383,20,513,243,-155
324,4040,942,710,-82,322,57,513,243,-155
325,4112,911,739,-102,231,-17,513,243,-155
326,4074,949,760,-71,121,-13,513,243,-155
327,4052,967,827,-61,53,-18,513,243,-155
328,4015,932,888,-14,24,-26,513,243,-155
329,3841,944,899,-2,97,-33,513,243,-155
330,3866,1042,842,27,157,-22,513,243,-155
331,3976,1032,768,57,138,27,513,243,-155
332,3985,966,762,81,93,60,513,243,-155
333,3927,900,728,52,75,59,513,243,-155
334,3874,903,759,10,102,38,513,243,-155
335,3872,896,719,-21,136,-17,513,243,-155
336,3898,870,685,-48,175,-70,518,251,-157
337,4010,868,667,14,99,2,518,251,-157
338,3938,835,672,8,41,5,518,251,-157
339,3847,803,654,-12,42,-14,518,251,-157
340,3802,779,703,-36,88,-35,518,251,-157
341,3817,829,701,-24,113,-57,518,251,-157
342,3885,815,719,-30,126,-78,518,251,-157
343,3971,793,695,-22,93,-76,518,251,-157
344,4021,796,675,-53,17,-73,518,251,-157
345,3947,824,672,-77,-26,-81,518,251,-157
346,3883,819,741,-75,-21,-87,518,251,-157
347,3849,865,714,-80,-16,-82,518,251,-157
348,3914,853,702,-77,-30,-78,518,251,-157
349,3972,863,719,-94,-95,-86,518,251,-157
350,4007,896,774,-98,-155,-103,518,251,-157
351,3953,952,792,-76,-214,-116,518,251,-157
352,3955,933,769,-48,-250,-137,518,251,-157
353,3801,868,747,-53,-248,-149,523,251,-152
354,3685,908,723,-67,-197,-143,523,251,-152
355,3704,943,726,-54,-148,-105,523,251,-152
356,3787,916,681,-27,-123,-94,523,251,-152
357,3811,888,643,-27,-147,-102,523,251,-152
358,3805,856,617,-48,-166,-103,523,251,-152
359,3834,822,651,-64,-178,-116,523,251,-152
360,3871,815,698,-84,-201,-132,523,251,-152
361,3926,861,740,-87,-248,-147,523,251,-152
362,3992,918,703,-97,-290,-167,523,251,-152
363,4000,953,724,-95,-361,-194,523,251,-152
364,4047,936,685,-60,-439,-228,523,251,-152
365,3998,871,660,-67,-516,-245,523,251,-152
366,3984,859,606,-94,-599,-236,523,251,-152
367,4008,910,640,-118,-685,-213,523,251,-152
368,4092,891,575,-130,-806,-208,523,251,-152
369,4504,843,383,-108,-978,-49,512,251,-157
370,4584,751,544,-160,-1429,-171,512,251,-157
371,4270,774,499,-222,-1674,-268,512,251,-157
372,4203,856,454,-269,-1900,-172,512,251,-157
373,4203,946,407,-254,-2203,-98,512,251,-157
374,4253,962,313,-244,-2574,40,512,251,-157
375,4348,984,400,-213,-2891,96,512,251,-157
376,4351,924,391,-187,-3315,192,512,251,-157
377,4142,941,317,-61,-3839,247,512,251,-157
378,3392,1057,218,286,-4733,231,512,251,-157
379,3297,955,170,50,-4557,208,512,251,-157
380,3435,975,217,47,-4570,425,512,251,-157
381,3627,1116,244,157,-4635,494,512,251,-157
382,3677,1141,214,313,-4823,543,512,251,-157
383,3597,1000,87,324,-4911,484,512,251,-157
384,3476,908,103,296,-4875,559,512,251,-157
385,3650,850,100,223,-4723,649,508,256,-235
386,3892,832,-38,149,-4659,639,508,256,-235
387,4136,865,-60,110,-4650,550,508,256,-235
388,4171,877,-54,85,-4676,481,508,256,-235
389,4064,917,-64,33,-4739,432,508,256,-235
390,3970,956,-91,23,-4831,350,508,256,-235
391,3846,916,-90,-2,-4870,308,508,256,-235
392,3689,898,-204,-39,-4931,363,508,256,-235
393,3570,964,-140,-79,-4971,375,508,256,-235
394,3522,1009,-272,-134,-4990,389,508,256,-235
395,3505,976,-349,-115,-5050,394,508,256,-235
396,3494,956,-372,-82,-5245,394,508,256,-235
397,3419,1007,-475,-195,-5477,392,508,256,-235
398,3622,1346,-320,177,-5574,450,508,256,-235
399,3633,1246,-392,399,-5660,499,508,256,-235
400,3741,1191,-567,651,-5758,592,508,256,-235
401,3837,1102,-735,457,-6176,864,484,242,-321
402,3815,929,-924,279,-6496,903,484,242,-321
403,3827,1096,-815,138,-6508,578,484,242,-321
404,3946,1100,-732,202,-6239,676,484,242,-321
405,3733,878,-496,241,-6210,665,484,242,-321
406,3460,639,-636,185,-6231,542,484,242,-321
407,3331,276,-1226,384,-5982,883,484,242,-321
408,3642,564,-1080,17,-6124,762,484,242,-321
409,4027,817,-802,-370,-5883,561,484,242,-321
410,4040,673,-1104,-198,-5490,1061,484,242,-321
411,4217,779,-1288,-357,-5533,697,484,242,-321
412,4233,763,-1178,-108,-5377,598,484,242,-321
413,4297,459,-1604,5,-5407,704,484,242,-321
414,4374,603,-1466,76,-5690,506,484,242,-321
415,4409,582,-1358,84,-5682,398,484,242,-321
416,4243,456,-1771,-319,-5967,675,484,242,-321
417,4281,609,-1504,-504,-5957,645,429,227,-412
418,4051,628,-1617,-725,-5704,650,429,227,-412
419,3924,283,-1976,-1051,-5758,852,429,227,-412
420,3740,44,-2295,-1780,-6446,959,429,227,-412
421,3816,83,-2007,-2526,-7164,808,429,227,-412
422,3935,427,-1896,-3003,-7639,730,429,227,-412
423,3861,565,-1925,-3302,-7637,671,429,227,-412
424,3956,823,-1650,-3421,-7408,576,429,227,-412
425,3909,1050,-1633,-3267,-7301,420,429,227,-412
426,3466,931,-1369,-2895,-7207,433,429,227,-412
427,3282,914,-1285,-2568,-7041,483,429,227,-412
428,3304,991,-1695,-2336,-6935,583,429,227,-412
429,3351,949,-1807,-2280,-6881,581,429,227,-412
430,3408,928,-2045,-2225,-7031,632,429,227,-412
431,3515,1009,-2145,-1907,-6982,648,429,227,-412
432,3678,856,-2207,-1622,-7022,782,429,227,-412
433,3894,840,-2044,-1348,-7595,564,346,258,-498
434,3639,772,-2372,-1412,-8185,394,346,258,-498
435,3366,723,-2606,-1644,-8563,223,346,258,-498
436,3488,680,-2306,-1864,-8980,255,346,258,-498
437,3222,671,-2064,-2000,-9444,344,346,258,-498
438,2796,523,-1945,-2298,-9382,515,346,258,-498
439,2915,644,-1923,-2433,-9634,549,346,258,-498
440,3155,486,-1914,-2453,-10424,382,346,258,-498
441,3103,559,-2401,-2495,-11154,516,346,258,-498
442,3014,610,-2645,-2447,-11096,499,346,258,-498
443,3185,714,-2770,-2522,-11038,514,346,258,-498
444,3274,1063,-3063,-2367,-11071,526,346,258,-498
445,3295,1027,-3305,-2112,-10849,489,346,258,-498
446,3446,980,-3655,-2046,-10760,395,346,258,-498
447,3242,957,-3973,-1974,-10440,331,346,258,-498
448,3048,742,-3896,-2323,-10065,292,177,293,-576
449,2874,514,-3906,-2818,-9754,161,177,293,-576
450,2761,787,-3557,-2909,-9198,80,177,293,-576
451,2622,692,-3517,-2862,-8415,54,177,293,-576
452,2655,790,-3227,-2644,-7809,-27,177,293,-576
453,2497,635,-3068,-2476,-7252,-43,177,293,-576
454,2364,830,-3112,-2339,-6710,-47,177,293,-576
455,2065,944,-3087,-2050,-6062,-32,177,293,-576
456,2095,943,-3229,-1822,-5540,80,177,293,-576
457,2107,1038,-3337,-1486,-5095,44,177,293,-576
458,2184,1044,-3464,-1126,-4551,87,177,293,-576
459,2126,1025,-3597,-1068,-4216,128,177,293,-576
460,2066,1116,-3840,-1011,-4049,95,177,293,-576
461,2085,1145,-3812,-909,-3928,135,177,293,-576
462,2282,1140,-3928,-889,-3884,83,177,293,-576
463,2067,1091,-3976,-877,-3766,89,177,293,-576
464,1990,1080,-3953,-928,-3712,85,64,321,-584
465,1964,1028,-3931,-986,-3594,123,64,321,-584
466,1895,1154,-4086,-892,-3557,77,64,321,-584
467,1937,961,-4094,-804,-3543,110,64,321,-584
468,2045,1137,-4244,-794,-3649,63,64,321,-584
469,1855,1093,-4237,-687,-3494,86,64,321,-584
470,1912,1067,-4145,-795,-3536,55,64,321,-584
471,1832,1102,-4071,-851,-3381,50,64,321,-584
472,1858,1144,-4049,-928,-3408,19,64,321,-584
473,1740,1196,-3985,-970,-3391,-3,64,321,-584
474,1730,1176,-3900,-947,-3404,-33,64,321,-584
475,1640,1100,-3875,-902,-3408,-16,64,321,-584
476,1582,1094,-3988,-889,-3416,2,64,321,-584
477,1494,1091,-4019,-967,-3362,8,64,321,-584
478,1448,1146,-3873,-1094,-3333,0,64,321,-584
479,1386,1264,-3778,-1123,-3115,-3,64,321,-584
480,1345,1357,-3676,-964,-2950,5,-7,350,-579
481,1343,1334,-3737,-742,-2836,21,-7,350,-579
482,1329,1322,-3742,-560,-2726,46,-7,350,-579
483,1341,1213,-3735,-511,-2637,33,-7,350,-579
484,1323,1159,-3681,-575,-2620,35,-7,350,-579
485,1280,1203,-3613,-587,-2555,33,-7,350,-579
486,1249,1290,-3610,-522,-2406,34,-7,350,-579
487,1299,1301,-3563,-411,-2263,22,-7,350,-579
488,1315,1304,-3488,-300,-2166,32,-7,350,-579
489,1335,1232,-3448,-202,-2096,27,-7,350,-579
490,1312,1307,-3515,-128,-1959,26,-7,350,-579
491,1216,1318,-3617,-79,-1710,39,-7,350,-579
492,1288,1364,-3647,-36,-1425,39,-7,350,-579
493,1410,1398,-3670,-29,-1172,17,-7,350,-579
494,1468,1503,-3793,27,-968,-14,-7,350,-579
495,1506,1543,-3977,132,-812,-70,-7,350,-579
496,1497,1422,-4147,64,-772,-47,-45,355,-580
497,1293,1501,-4330,61,-811,-165,-45,355,-580
498,1494,1219,-4383,24,-829,-167,-45,355,-580
499,1362,1347,-4522,-86,-1052,-255,-45,355,-580
500,1563,1191,-4435,-47,-1050,-254,-45,355,-580
501,1454,1287,-4406,-180,-1120,-241,-45,355,-580
502,1252,1202,-4399,-282,-1165,-190,-45,355,-580
503,1254,1141,-4216,-469,-1370,-190,-45,355,-580
504,1125,1194,-4073,-497,-1389,-189,-45,355,-580
505,1081,1248,-3896,-444,-1273,-162,-45,355,-580
506,1004,1250,-3786,-350,-1162,-147,-45,355,-580
507,936,1297,-3785,-273,-1011,-121,-45,355,-580
508,946,1292,-3848,-194,-850,-102,-45,355,-580
509,959,1274,-3859,-176,-734,-83,-45,355,-580
510,927,1277,-3930,-170,-651,-73,-45,355,-580
511,922,1262,-3919,-192,-599,-60,-45,355,-580
512,920,1253,-3895,-204,-565,-52,-59,353,-577
513,909,1262,-3858,-196,-470,-34,-59,353,-577
514,878,1238,-3827,-185,-358,-27,-59,353,-577
515,930,1206,-3835,-168,-257,-11,-59,353,-577
516,944,1211,-3871,-171,-175,4,-59,353,-577
517,946,1226,-3912,-173,-97,27,-59,353,-577
518,1004,1232,-3972,-179,-43,52,-59,353,-577
519,1026,1247,-4036,-208,-4,63,-59,353,-577
