,ax,ay,az,gx,gy,gz,cx,cy,cz
507,-235,894,-3739,218,-768,2239,-290,369,-545
508,-300,872,-3709,216,-476,2402,-290,369,-545
509,-284,939,-3746,187,-182,2555,-290,369,-545
510,-202,945,-3739,212,87,2695,-290,369,-545
511,-213,971,-3718,253,306,2861,-290,369,-545
512,-216,991,-3608,374,526,2924,-290,369,-545
513,-131,883,-3543,563,695,3054,-290,369,-545
514,-160,831,-3495,712,843,3228,-290,369,-545
515,-217,829,-3562,780,1058,3400,-290,369,-545
516,-111,822,-3533,788,1187,3564,-290,369,-545
517,-267,983,-3618,903,1271,3689,-290,369,-545
518,-42,808,-3714,868,1320,3808,-290,369,-545
519,-80,1030,-3840,955,1195,3846,-290,369,-545
520,220,975,-3904,1221,1204,3901,-290,369,-545
521,-97,1004,-4029,1207,1160,3947,-232,365,-558
522,88,1199,-3997,1265,1196,3966,-232,365,-558
523,316,1241,-4041,1061,1118,3916,-232,365,-558
524,339,1695,-3849,1351,1149,3809,-232,365,-558
525,338,1594,-3919,1346,1230,3684,-232,365,-558
526,468,1373,-3980,1158,1206,3589,-232,365,-558
527,629,1035,-4161,578,993,3598,-232,365,-558
528,-85,1569,-3902,448,1251,3504,-232,365,-558
529,489,1121,-3597,329,1563,3468,-232,365,-558
530,275,1478,-3527,472,1970,3382,-232,365,-558
531,431,1284,-3212,927,2452,3354,-232,365,-558
532,581,1346,-3286,845,2636,3334,-232,365,-558
533,711,1078,-3365,705,2820,3374,-232,365,-558
534,330,1531,-3455,940,3069,3349,-232,365,-558
535,560,1117,-3419,973,3286,3331,-232,365,-558
536,505,1297,-3512,1158,3477,3315,-232,365,-558
537,638,1206,-3437,1432,3587,3295,-148,359,-573
538,667,1202,-3442,1684,3643,3305,-148,359,-573
539,883,938,-3493,1709,3565,3406,-148,359,-573
540,611,1519,-3733,1851,3728,3305,-148,359,-573
541,925,1312,-3528,1886,3918,3257,-148,359,-573
542,923,1506,-3584,1811,3987,3173,-148,359,-573
543,1102,1654,-3493,1832,4078,3050,-148,359,-573
544,1167,1804,-3420,1970,4021,2895,-148,359,-573
545,1209,1809,-3515,2006,3976,2724,-148,359,-573
546,1188,1777,-3590,2072,3984,2572,-148,359,-573
547,1230,1707,-3651,2025,3991,2414,-148,359,-573
548,1317,1785,-3656,1960,4015,2250,-148,359,-573
549,1351,1850,-3706,1929,4124,2042,-148,359,-573
550,1495,1623,-3671,1856,4183,1830,-148,359,-573
551,1450,1541,-3627,1850,4268,1677,-148,359,-573
552,1412,1316,-3475,1824,4459,1555,-47,326,-608
553,1517,1367,-3219,1833,4571,1511,-47,326,-608
554,1443,1315,-3335,1838,4779,1458,-47,326,-608
555,1559,1358,-3470,1845,4882,1360,-47,326,-608
556,1541,1380,-3593,1855,4904,1229,-47,326,-608
557,1548,1342,-3654,1895,5052,1116,-47,326,-608
558,1730,1358,-3658,2112,4981,980,-47,326,-608
559,1611,1070,-3823,1954,4948,933,-47,326,-608
560,1639,1148,-3836,1991,4967,853,-47,326,-608
561,1748,1187,-3798,2010,4910,784,-47,326,-608
562,1787,993,-3739,1842,4888,755,-47,326,-608
563,1869,1173,-3494,2216,4767,625,-47,326,-608
564,1846,982,-3603,2084,4797,570,-47,326,-608
565,1862,955,-3630,1903,4883,571,-47,326,-608
566,1974,1179,-3689,1946,4885,494,-47,326,-608
567,2092,1140,-3777,1910,4737,384,-47,326,-608
568,2077,1113,-3833,1769,4750,293,65,264,-615
569,2120,1161,-3882,1706,4836,142,65,264,-615
570,2113,1132,-3833,1596,4931,-4,65,264,-615
571,2306,1246,-3581,1791,5009,-173,65,264,-615
572,2446,1107,-3389,1722,5090,-305,65,264,-615
573,2393,1207,-3291,1845,5223,-434,65,264,-615
574,2511,1060,-3339,2007,5293,-567,65,264,-615
575,2466,899,-3455,2263,5353,-686,65,264,-615
576,2502,678,-3851,2561,5289,-792,65,264,-615
577,2494,607,-4047,2720,5144,-858,65,264,-615
578,2483,334,-4226,2520,4991,-867,65,264,-615
579,2490,360,-4286,2292,4797,-853,65,264,-615
580,2540,461,-4208,2046,4571,-836,65,264,-615
581,2517,545,-4301,1849,4378,-858,65,264,-615
582,2689,739,-4493,1842,3943,-1043,65,264,-615
583,2557,847,-4603,1830,3589,-1057,65,231,-612
584,2659,882,-4720,1842,3246,-1177,144,231,-612
585,2855,949,-4774,1745,2704,-1353,144,231,-612
586,2846,953,-4755,1469,2202,-1540,144,231,-612
587,2804,953,-4586,1306,1771,-1653,144,231,-612
588,2777,1016,-4404,1215,1652,-1768,144,231,-612
589,2869,1037,-4243,1216,1437,-1893,144,231,-612
590,2862,1057,-4083,1292,1239,-2013,144,231,-612
591,2923,1105,-4031,1394,1045,-2148,144,231,-612
592,2915,1159,-3972,1472,881,-2292,144,231,-612
593,2971,1206,-3967,1522,726,-2444,144,231,-612
594,2996,1231,-3848,1512,591,-2599,144,231,-612
595,3072,1338,-3678,1469,466,-2803,144,231,-612
596,3036,1387,-3598,1462,373,-3028,144,231,-612
597,2949,1334,-3478,1521,277,-3259,144,231,-612
598,2788,1212,-3430,1664,157,-3462,144,231,-612
599,2691,991,-3479,1838,3,-3616,151,223,-624
600,2622,729,-3492,1955,-170,-3709,151,223,-624
601,2588,622,-3566,2081,-342,-3780,151,223,-624
602,2542,411,-3812,2227,-519,-3850,151,223,-624
603,2497,230,-3981,2300,-701,-3886,151,223,-624
604,2436,18,-4273,2269,-890,-3850,151,223,-624
605,2356,-130,-4556,2167,-1115,-3785,151,223,-624
606,2317,-411,-4947,1763,-1298,-3586,151,223,-624
607,2335,-464,-5068,1694,-1715,-3461,151,223,-624
608,2318,-714,-5202,1490,-2099,-3284,151,223,-624
609,2393,-1189,-5286,760,-2535,-3016,151,223,-624
610,2589,-1274,-5173,-38,-3285,-2717,151,223,-624
611,2520,-1483,-4984,-952,-3971,-2345,151,223,-624
612,2274,-1333,-4753,-1841,-4386,-1921,151,223,-624
613,2460,-880,-4488,-2491,-4811,-1623,151,223,-624
614,2400,-631,-4507,-2786,-5125,-1375,151,227,-634
615,2307,-398,-4571,-2948,-5273,-1224,87,227,-634
616,2369,-187,-4631,-3053,-5500,-1144,87,227,-634
617,2391,24,-4644,-3199,-5710,-1136,87,227,-634
618,2417,90,-4543,-3187,-5807,-1194,87,227,-634
619,2508,143,-4359,-3253,-5893,-1245,87,227,-634
620,2455,227,-4289,-3307,-6074,-1283,87,227,-634
621,2309,312,-4232,-3213,-6227,-1300,87,227,-634
622,2133,458,-4243,-3019,-6260,-1352,87,227,-634
623,2063,457,-4414,-2875,-6270,-1403,87,227,-634
624,2070,451,-4587,-2599,-6351,-1449,87,227,-634
625,2026,402,-4735,-2506,-6476,-1468,87,227,-634
626,1929,465,-4870,-2602,-6506,-1491,87,227,-634
627,1770,318,-4901,-2757,-6546,-1487,87,227,-634
628,1596,193,-4920,-2811,-6407,-1440,87,227,-634
629,1441,345,-4933,-2603,-6245,-1409,87,227,-634
630,1436,499,-4854,-2064,-6339,-1370,-57,301,-619
631,1401,567,-4852,-1587,-6496,-1296,-57,301,-619
632,1232,-150,-5038,-1778,-6497,-1310,-57,301,-619
633,667,-463,-4662,-1936,-6260,-1231,-57,301,-619
634,1765,-613,-4365,-2172,-6690,-952,-57,301,-619
635,1359,-582,-3904,-2721,-6886,-726,-57,301,-619
636,1170,-357,-3381,-3291,-6552,-445,-57,301,-619
637,1351,200,-2970,-3310,-6571,-303,-57,301,-619
638,881,631,-2972,-2814,-6098,-215,-57,301,-619
639,1008,782,-3252,-2317,-5657,-229,-57,301,-619
640,1008,779,-3472,-2016,-5327,-248,-57,301,-619
641,1039,654,-3721,-2024,-5065,-224,-57,301,-619
642,955,726,-3726,-2224,-4828,-188,-57,301,-619
643,897,906,-3632,-2319,-4576,-179,-57,301,-619
644,864,1028,-3470,-2240,-4360,-184,-57,301,-619
645,761,1165,-3289,-2009,-4132,-173,-57,301,-619
646,606,1099,-3349,-1665,-3895,-167,-174,355,-585
647,519,973,-3520,-1374,-3699,-124,-174,355,-585
648,430,814,-3726,-1282,-3527,-41,-174,355,-585
649,353,753,-3777,-1286,-3363,62,-174,355,-585
650,280,760,-3798,-1287,-3206,186,-174,355,-585
651,322,692,-3745,-1217,-3092,316,-174,355,-585
652,345,612,-3630,-1175,-3068,469,-174,355,-585
653,160,508,-3536,-1116,-2960,661,-174,355,-585
654,43,493,-3444,-1019,-2735,875,-174,355,-585
655,39,598,-3433,-886,-2469,1077,-174,355,-585
656,51,698,-3545,-731,-2285,1249,-174,355,-585
657,117,834,-3668,-560,-2202,1388,-174,355,-585
658,106,925,-3767,-358,-2147,1495,-174,355,-585
659,105,914,-3832,-172,-2099,1592,-174,355,-585
660,164,950,-3806,11,-2056,1685,-174,355,-585
661,113,781,-3794,78,-1926,1784,-208,367,-562
662,48,961,-3544,249,-1714,1879,-208,367,-562
663,-22,899,-3483,159,-1481,2010,-208,367,-562
664,-38,1007,-3564,155,-1268,2073,-208,367,-562
665,191,782,-3673,310,-938,2206,-208,367,-562
666,-17,1130,-3667,526,-689,2274,-208,367,-562
667,101,1068,-3682,798,-289,2363,-208,367,-562
668,240,880,-3732,778,-118,2448,-208,367,-562
669,139,643,-3840,736,157,2578,-208,367,-562
670,269,454,-3889,530,253,2746,-208,367,-562
671,-38,693,-3845,499,512,2969,-208,367,-562
672,230,624,-3664,359,667,3035,-208,367,-562
673,208,914,-3546,298,866,3122,-208,367,-562
674,325,1113,-3358,344,1014,3210,-208,367,-562
675,589,1515,-3305,450,1013,3252,-208,367,-562
676,-44,1636,-3300,867,1421,3227,-208,367,-562
677,227,1365,-3253,924,1470,3180,-174,367,-564
678,371,1481,-3606,1036,1601,3164,-174,367,-564
679,590,1372,-3678,968,1685,3117,-174,367,-564
680,615,1306,-3836,827,1613,3105,-174,367,-564
681,1112,914,-4119,300,1366,3141,-174,367,-564
682,425,1981,-3992,993,1730,3036,-174,367,-564
683,861,1308,-3959,975,1799,2895,-174,367,-564
684,722,1470,-4129,1337,1868,2886,-174,367,-564
685,597,1243,-4142,1452,1979,2796,-174,367,-564
686,830,860,-4009,1105,1797,2844,-174,367,-564
687,596,833,-4128,853,1777,2930,-174,367,-564
688,730,580,-4045,373,1827,3050,-174,367,-564
689,232,1299,-3876,539,2169,2954,-174,367,-564
690,452,654,-3390,567,2420,2967,-174,367,-564
691,558,1351,-3168,779,2724,3067,-174,367,-564
692,818,1369,-2994,741,2914,3008,-174,367,-564
693,1039,1574,-2966,999,3160,3018,-101,359,-588
694,1181,2065,-3302,887,3194,2861,-101,359,-588
695,1222,2162,-3614,1041,3301,2668,-101,359,-588
696,1432,2056,-3846,1042,3258,2459,-101,359,-588
697,1273,2192,-4119,1043,3170,2221,-101,359,-588
698,1430,2012,-4133,998,3047,2003,-101,359,-588
699,1450,1967,-4063,1025,2952,1816,-101,359,-588
700,1364,1832,-3912,1152,2981,1639,-101,359,-588
701,1457,1677,-3826,1294,2988,1517,-101,359,-588
702,1350,1580,-3831,1408,3058,1412,-101,359,-588
703,1359,1476,-3780,1460,3203,1317,-101,359,-588
704,1412,1390,-3682,1466,3318,1246,-101,359,-588
705,1386,1415,-3551,1450,3497,1172,-101,359,-588
706,1405,1499,-3502,1509,3672,1068,-101,359,-588
707,1516,1461,-3417,1606,3717,972,-101,359,-588
708,1405,1461,-3288,1743,3875,873,-11,317,-601
709,1464,1511,-3246,1915,4121,801,-11,317,-601
710,1560,1389,-3219,2126,4186,704,-11,317,-601
711,1579,1414,-3352,2245,4354,631,-11,317,-601
712,1714,1036,-3617,2132,4364,591,-11,317,-601
713,1548,1009,-3715,1813,4478,559,-11,317,-601
714,1625,1151,-3724,1800,4674,498,-11,317,-601
715,1835,1255,-3722,1743,4664,400,-11,317,-601
716,1828,1534,-3808,1936,4593,228,-11,317,-601
717,1960,1586,-3924,2489,4400,-13,-11,317,-601
718,2008,1374,-4350,2554,4180,-199,-11,317,-601
719,2105,1254,-4527,2519,3947,-362,-11,317,-601
720,2187,1074,-4416,2443,3700,-521,-11,317,-601
721,2145,986,-4294,2256,3529,-620,-11,317,-601
722,2083,914,-4072,2054,3522,-677,-11,317,-601
723,2078,889,-3891,1904,3592,-733,-11,317,-601
724,2081,842,-3725,1791,3673,-761,60,275,-612
725,2105,864,-3692,1775,3729,-789,60,275,-612
726,2134,872,-3686,1770,3826,-843,60,275,-612
727,2234,991,-3684,1807,3923,-917,60,275,-612
728,2219,1024,-3719,1883,4032,-1013,60,275,-612
729,2172,1003,-3688,1908,4161,-1113,60,275,-612
730,2115,1062,-3585,1938,4367,-1232,60,275,-612
731,2276,1047,-3390,2135,4451,-1335,60,275,-612
732,2247,1071,-3326,2098,4612,-1385,60,275,-612
733,2230,1144,-3293,2031,4805,-1476,60,275,-612
734,2350,1375,-3248,2051,4922,-1596,60,275,-612
735,2444,1566,-3324,2265,4901,-1775,60,275,-612
736,2493,1736,-3496,2577,4745,-1994,60,275,-612
737,2566,1777,-3683,2912,4559,-2243,60,275,-612
738,2668,1801,-3837,3103,4367,-2510,60,275,-612
739,2757,1780,-3831,3192,4184,-2753,60,275,-612
740,2866,1762,-3823,3224,4029,-2988,134,243,-613
741,3011,1808,-3812,3370,3768,-3276,134,243,-613
742,3091,1726,-3897,3521,3360,-3516,134,243,-613
743,3111,1647,-3980,3662,2917,-3781,134,243,-613
744,3045,1324,-4088,3745,2527,-3997,134,243,-613
745,2975,994,-4093,3721,2179,-4123,134,243,-613
746,2886,684,-4106,3596,1827,-4188,134,243,-613
747,2809,388,-4134,3539,1455,-4231,134,243,-613
748,2648,52,-4209,3563,1160,-4235,134,243,-613
749,2566,-323,-4318,3439,936,-4177,134,243,-613
750,2469,-695,-4397,3150,679,-4041,134,243,-613
751,2058,-1304,-4582,2593,679,-3767,134,243,-613
752,2218,-1149,-4481,2100,512,-3454,134,243,-613
753,1959,-970,-4485,1929,445,-3197,134,243,-613
754,2161,-1112,-4393,1590,360,-2884,134,243,-613
755,2339,-1033,-4315,1179,70,-2543,143,202,-625
756,2511,-734,-4271,889,-382,-2281,143,202,-625
757,2469,-583,-4276,601,-747,-2048,143,202,-625
758,2552,-418,-4241,346,-964,-1900,143,202,-625
759,2725,-263,-4232,79,-1267,-1823,143,202,-625
760,2863,-247,-4013,-192,-1844,-1768,143,202,-625
761,2672,-209,-3940,-508,-2214,-1650,143,202,-625
762,2764,154,-4122,-646,-2540,-1536,143,202,-625
763,2738,177,-4398,-878,-2812,-1504,143,202,-625
764,2828,315,-4516,-872,-3122,-1570,143,202,-625
765,2949,354,-4625,-1007,-3480,-1651,143,202,-625
766,2942,249,-4850,-1245,-3905,-1749,143,202,-625
767,2904,160,-5096,-1482,-4304,-1844,143,202,-625
768,2878,-56,-5147,-1733,-4796,-1907,143,202,-625
769,2825,-348,-5293,-1890,-5483,-1909,143,202,-625
770,2571,-596,-5460,-2097,-6087,-1834,143,202,-625
771,2446,-705,-5660,-2328,-6606,-1686,62,237,-632
772,2341,-866,-5664,-2602,-7037,-1529,62,237,-632
773,2230,-886,-5532,-2962,-7339,-1374,62,237,-632
774,2202,-906,-5369,-3482,-7623,-1232,62,237,-632
775,1970,-788,-5172,-4020,-7739,-1058,62,237,-632
776,1905,-465,-4703,-4232,-7737,-940,62,237,-632
777,1787,-398,-4373,-4305,-7593,-839,62,237,-632
778,1860,-278,-3971,-4458,-7465,-743,62,237,-632
779,1798,222,-3492,-4244,-7267,-689,62,237,-632
780,1809,515,-3214,-3771,-7081,-695,62,237,-632
781,1169,323,-3234,-3246,-6376,-715,62,237,-632
782,1532,460,-3378,-2760,-6077,-673,62,237,-632
783,928,389,-3472,-2328,-5463,-685,62,237,-632
784,1486,266,-3650,-2193,-5490,-612,62,237,-632
785,1147,177,-4004,-2304,-5484,-531,62,237,-632
786,1375,209,-4207,-2490,-5312,-434,-87,319,-620
787,1351,343,-4201,-2564,-5395,-378,-87,319,-620
788,1159,378,-4062,-2542,-5147,-303,-87,319,-620
789,1168,400,-3973,-2576,-4973,-228,-87,319,-620
790,1053,467,-3820,-2486,-4778,-116,-87,319,-620
791,1082,437,-3593,-2324,-4655,3,-87,319,-620
792,950,391,-3629,-2111,-4560,133,-87,319,-620
793,813,296,-3755,-1841,-4398,288,-87,319,-620
794,724,190,-3865,-1669,-4238,465,-87,319,-620
795,713,81,-3869,-1641,-4086,650,-87,319,-620
796,655,66,-3871,-1653,-4002,854,-87,319,-620
797,564,149,-3833,-1574,-3840,1067,-87,319,-620
798,481,176,-3889,-1378,-3654,1259,-87,319,-620
799,469,114,-3888,-1148,-3536,1461,-87,319,-620
800,451,27,-3947,-985,-3474,1684,-87,319,-620
801,460,20,-3953,-931,-3432,1915,-87,319,-620
802,425,33,-3994,-956,-3435,2131,-150,349,-588
803,422,158,-3897,-982,-3393,2354,-150,349,-588
804,424,203,-3793,-1002,-3329,2563,-150,349,-588
805,409,272,-3671,-906,-3057,2756,-150,349,-588
806,388,246,-3546,-706,-2761,3009,-150,349,-588
807,314,435,-3508,-487,-2422,3178,-150,349,-588
808,356,620,-3495,-284,-2015,3319,-150,349,-588
809,647,806,-3423,-164,-1740,3373,-150,349,-588
810,737,1162,-3308,147,-1294,3414,-150,349,-588
811,849,1182,-3355,31,-976,3447,-150,349,-588
812,976,1017,-3452,-308,-678,3498,-150,349,-588
813,671,1727,-3497,-164,-312,3359,-150,349,-588
814,873,1351,-3283,243,72,3277,-150,349,-588
815,463,1386,-3322,505,607,3229,-150,349,-588
816,943,1181,-3241,659,873,3204,-150,349,-588
817,826,1028,-3093,862,886,3200,-150,349,-588
818,753,1116,-3196,608,961,3267,-140,362,-575
819,805,850,-3340,196,1068,3386,-140,362,-575
820,447,1595,-3606,234,1317,3384,-140,362,-575
821,684,977,-3580,193,1518,3421,-140,362,-575
822,604,1453,-3582,416,1720,3410,-140,362,-575
823,795,1233,-3550,610,1804,3423,-140,362,-575
824,779,1399,-3511,873,1855,3426,-140,362,-575
825,996,1236,-3742,881,1903,3465,-140,362,-575
826,955,1356,-3884,848,1901,3483,-140,362,-575
827,1036,1477,-3869,737,1916,3482,-140,362,-575
828,1405,1247,-3911,308,1672,3417,-140,362,-575
829,909,2095,-3781,679,2008,3245,-140,362,-575
830,1249,1721,-3763,492,2100,3072,-140,362,-575
831,1410,2092,-3527,895,2415,2856,-140,362,-575
832,1697,1729,-3167,981,2677,2751,-140,362,-575
833,1063,2050,-3172,1125,2902,2538,-140,362,-575
834,1141,1782,-3069,1484,3465,2371,-62,350,-596
835,1388,1968,-2879,1645,3681,2159,-62,350,-596
836,1164,1728,-2841,2049,4215,2039,-62,350,-596
837,1352,1634,-2808,2252,4585,1907,-62,350,-596
838,1292,1619,-2754,2574,4884,1796,-62,350,-596
839,1461,1565,-2913,2589,5162,1709,-62,350,-596
840,1321,1583,-3014,2704,5398,1598,-62,350,-596
841,1452,1517,-2964,2729,5629,1492,-62,350,-596
842,1585,1444,-2902,2751,5630,1409,-62,350,-596
843,1614,1410,-2768,2769,5762,1361,-62,350,-596
844,1736,1288,-2761,2789,5792,1281,-62,350,-596
845,1650,1188,-2997,2781,5950,1244,-62,350,-596
846,1982,1456,-3334,3070,5791,1196,-62,350,-596
847,1884,1249,-3676,3135,5757,1086,-62,350,-596
848,2138,1095,-3980,3021,5521,969,-62,350,-596
849,2278,1006,-4257,2706,5199,875,62,279,-612
850,2104,1242,-4301,2661,5152,768,62,279,-612
851,2327,1048,-4176,2335,4982,672,62,279,-612
852,2407,1647,-3868,2448,4761,521,62,279,-612
853,2295,1087,-3919,2467,4677,373,62,279,-612
854,2213,859,-4019,2212,4691,295,62,279,-612
855,2277,899,-3987,2048,4682,232,62,279,-612
856,2357,848,-4019,1863,4549,163,62,279,-612
857,2344,840,-3880,1603,4514,79,62,279,-612
858,2336,890,-3711,1279,4628,45,62,279,-612
859,2391,1131,-3620,965,4811,5,62,279,-612
860,2696,1580,-3387,1019,4859,-173,62,279,-612
861,2582,1608,-3399,1112,4863,-387,62,279,-612
862,2513,1619,-3321,1337,4963,-596,62,279,-612
863,2579,1602,-3289,1660,4982,-793,62,279,-612
864,2687,1363,-3354,2100,4907,-1009,62,279,-612
865,2594,1096,-3572,2405,4779,-1165,148,244,-606
866,2600,878,-3849,2615,4567,-1275,148,244,-606
867,2623,536,-4063,2604,4130,-1313,148,244,-606
868,2404,541,-4171,2397,4188,-1298,148,244,-606
869,2652,627,-4203,2243,4056,-1352,148,244,-606
870,2676,603,-4188,2055,3855,-1394,148,244,-606
871,2837,827,-4130,1929,3636,-1473,148,244,-606
872,2985,960,-4280,1932,3212,-1624,148,244,-606
873,2993,997,-4414,1940,2783,-1782,148,244,-606
874,3029,985,-4497,1902,2393,-1936,148,244,-606
875,3081,1014,-4457,1750,2064,-2078,148,244,-606
876,3173,1100,-4193,1583,1797,-2247,148,244,-606
877,3215,1198,-3957,1488,1646,-2400,148,244,-606
878,3237,1228,-3539,1486,1529,-2600,148,244,-606
879,3234,1236,-3371,1621,1431,-2796,148,244,-606
880,3123,1151,-3219,1800,1406,-2952,187,227,-610
881,3012,1076,-3184,1987,1458,-3071,187,227,-610
882,2932,985,-3181,2135,1495,-3165,187,227,-610
883,2880,924,-3228,2240,1471,-3225,187,227,-610
884,2909,828,-3343,2312,1358,-3264,187,227,-610
885,2921,757,-3461,2406,1162,-3295,187,227,-610
886,2864,677,-3587,2481,881,-3304,187,227,-610
887,2875,633,-3703,2638,570,-3347,187,227,-610
888,2758,393,-3871,2739,217,-3354,187,227,-610
889,2734,259,-4054,2686,-158,-3312,187,227,-610
890,2734,23,-4188,2464,-594,-3244,187,227,-610
891,2487,-312,-4467,1972,-804,-3156,187,227,-610
892,2779,-156,-4576,1419,-1188,-3062,187,227,-610
893,2666,-23,-4589,1230,-1590,-3030,187,227,-610
894,2808,-144,-4497,929,-2052,-2976,187,227,-610
895,2749,-150,-4619,470,-2550,-2868,187,227,-610
896,2741,-106,-4657,309,-3085,-2804,163,208,-618
897,2786,-132,-4667,-19,-3579,-2736,163,208,-618
898,2851,-250,-4717,-619,-4098,-2599,163,208,-618
899,2837,-269,-4794,-1422,-4438,-2457,163,208,-618
900,3009,-287,-4609,-1910,-4933,-2422,163,208,-618
901,3110,-252,-4389,-2410,-5509,-2371,163,208,-618
902,3028,-195,-4149,-2942,-5944,-2293,163,208,-618
903,3036,-61,-3805,-3151,-6331,-2276,163,208,-618
904,2811,-9,-3615,-3067,-6513,-2248,163,208,-618
905,2627,59,-3305,-2850,-6413,-2214,163,208,-618
906,2367,-8,-3101,-2463,-6124,-2197,163,208,-618
907,2118,-69,-3147,-1981,-5639,-2159,163,208,-618
908,2001,-191,-3195,-1561,-5169,-2087,163,208,-618
909,1739,-379,-3474,-1242,-4615,-1927,163,208,-618
910,1743,-376,-3629,-822,-4133,-1752,163,208,-618
911,1674,-369,-3957,-572,-3812,-1559,163,269,-628
912,1658,-425,-4378,-569,-3716,-1379,35,269,-628
913,1619,-367,-4742,-677,-3779,-1210,35,269,-628
914,1608,-184,-5072,-799,-3957,-1078,35,269,-628
915,1819,-55,-5304,-835,-4419,-1019,35,269,-628
916,1944,-116,-5483,-1013,-4939,-960,35,269,-628
917,2059,-196,-5403,-1494,-5677,-898,35,269,-628
918,2141,-242,-5276,-2149,-6363,-783,35,269,-628
919,2237,60,-4941,-2663,-6855,-725,35,269,-628
920,2183,398,-4632,-2809,-7187,-755,35,269,-628
921,2104,515,-4343,-2788,-7311,-828,35,269,-628
922,1821,489,-4227,-2728,-7213,-855,35,269,-628
923,1452,650,-4088,-2636,-6232,-916,35,269,-628
924,1495,354,-4025,-2572,-6125,-906,35,269,-628
925,991,175,-4045,-2654,-5546,-806,35,269,-628
926,1729,193,-3586,-2871,-5534,-701,35,269,-628
927,1384,367,-3328,-2933,-5404,-613,-90,321,-619
928,1080,391,-3167,-2900,-4772,-523,-90,321,-619
929,946,537,-3077,-2718,-4221,-442,-90,321,-619
930,827,554,-3181,-2318,-3621,-342,-90,321,-619
931,874,477,-3517,-1969,-3351,-217,-90,321,-619
932,849,431,-4039,-1739,-3299,-65,-90,321,-619
933,921,277,-4464,-1788,-3447,65,-90,321,-619
934,985,349,-4518,-2057,-3595,215,-90,321,-619
935,964,569,-4412,-2180,-3740,309,-90,321,-619
936,920,687,-4244,-2086,-3917,397,-90,321,-619
937,803,802,-4333,-1827,-4063,488,-90,321,-619
938,713,692,-4560,-1599,-4135,579,-90,321,-619
939,748,539,-4632,-1590,-4258,703,-90,321,-619
940,767,516,-4549,-1806,-4444,848,-90,321,-619
941,827,555,-4408,-2080,-4614,979,-90,321,-619
942,882,715,-4045,-2359,-4771,1065,-90,321,-619
943,851,977,-3459,-2336,-4850,1118,-154,354,-580
944,695,1132,-3290,-1990,-4697,1183,-154,354,-580
945,569,1163,-3169,-1548,-4354,1228,-154,354,-580
946,500,1102,-3092,-1291,-3946,1297,-154,354,-580
947,532,982,-2974,-1205,-3473,1386,-154,354,-580
948,491,1102,-2983,-1245,-3081,1496,-154,354,-580
949,508,1311,-2954,-1136,-2588,1542,-154,354,-580
950,500,1448,-3023,-760,-2147,1590,-154,354,-580
951,528,1378,-3150,-391,-1849,1637,-154,354,-580
952,441,1245,-3257,-133,-1583,1707,-154,354,-580
953,316,1027,-3509,54,-1296,1817,-154,354,-580
954,275,952,-3579,183,-1028,1933,-154,354,-580
955,355,956,-3558,433,-833,2066,-154,354,-580
956,306,625,-3541,693,-614,2243,-154,354,-580
957,161,823,-3645,1065,-335,2451,-154,354,-580
958,326,340,-3974,918,-282,2681,-154,354,-580
959,49,344,-4066,1089,-7,2932,-179,371,-563
960,214,306,-4266,1027,110,3171,-179,371,-563
961,3,360,-4407,1119,274,3398,-179,371,-563
962,211,390,-4342,987,323,3549,-179,371,-563
963,535,278,-4348,650,253,3711,-179,371,-563
964,305,753,-4369,390,278,3781,-179,371,-563
965,568,966,-4000,429,336,3820,-179,371,-563
966,629,1326,-3624,397,332,3879,-179,371,-563
967,762,1175,-3555,226,547,3832,-179,371,-563
968,666,1481,-3272,431,1014,3769,-179,371,-563
969,649,1590,-3102,242,1463,3691,-179,371,-563
970,652,2027,-2939,590,2096,3537,-179,371,-563
971,915,1767,-2880,769,2387,3365,-179,371,-563
972,851,1849,-2975,995,2575,3252,-179,371,-563
973,952,1421,-3242,846,2652,3192,-179,371,-563
974,522,1757,-3321,1102,2942,3075,-110,368,-581
975,626,1400,-3273,1116,3260,3030,-110,368,-581
976,881,1599,-3405,1369,3494,2906,-110,368,-581
977,1212,1497,-3538,1567,3482,2902,-110,368,-581
978,1220,1435,-3731,1548,3123,2886,-110,368,-581
979,923,1661,-3922,1767,3067,2716,-110,368,-581
980,1369,1312,-3894,1793,3078,2607,-110,368,-581
981,1240,1586,-3831,1898,3139,2544,-110,368,-581
982,1284,1495,-3769,1891,3011,2477,-110,368,-581
983,1246,1531,-3543,1874,2948,2392,-110,368,-581
984,1405,1881,-3253,2042,3057,2287,-110,368,-581
985,1478,1919,-3100,2145,3128,2152,-110,368,-581
986,1451,1855,-3111,2398,3242,2014,-110,368,-581
987,1588,1884,-2952,2540,3427,1880,-110,368,-581
988,1637,1908,-2825,2697,3538,1724,-110,368,-581
989,1677,1932,-2938,2883,3664,1491,-110,368,-581
990,1648,1822,-3059,2995,3824,1267,-13,313,-604
991,1689,1754,-3237,3230,3950,1061,-13,313,-604
992,1721,1590,-3409,3364,4080,836,-13,313,-604
993,1681,1359,-3603,3374,4307,627,-13,313,-604
994,1899,1100,-3639,3098,4448,471,-13,313,-604
995,1841,938,-3632,2815,4676,402,-13,313,-604
996,1889,948,-3546,2462,4942,366,-13,313,-604
997,1986,1022,-3290,2249,5103,293,-13,313,-604
998,2041,843,-3210,1968,5374,279,-13,313,-604
