,ax,ay,az,gx,gy,gz,cx,cy,cz
113,1856,200,-3964,93,101,32,44,212,-645
114,1879,224,-3966,56,75,35,44,212,-645
115,1881,203,-3911,13,72,38,44,212,-645
116,1880,232,-3894,-36,85,49,44,212,-645
117,1887,252,-3842,-67,111,44,44,212,-645
118,1861,294,-3806,-63,149,32,44,212,-645
119,1870,317,-3776,-42,186,27,44,212,-645
120,1876,341,-3761,5,216,17,44,212,-645
121,1894,321,-3789,55,235,21,44,212,-645
122,1879,330,-3765,83,250,20,44,212,-645
123,1838,274,-3852,93,260,19,44,212,-645
124,1865,312,-3786,83,263,34,44,212,-645
125,1882,329,-3831,77,291,36,44,212,-645
126,1892,360,-3809,92,314,26,44,212,-645
127,1908,369,-3784,112,326,16,43,218,-653
128,1919,354,-3889,124,339,1,43,218,-653
129,1930,332,-3881,130,331,-15,43,218,-653
130,1923,358,-3973,128,315,-28,43,218,-653
131,1942,312,-3925,104,311,-39,43,218,-653
132,1962,323,-3976,65,307,-53,43,218,-653
133,1958,351,-3949,57,322,-70,43,218,-653
134,1935,360,-3889,60,337,-78,43,218,-653
135,1942,351,-3841,67,355,-93,43,218,-653
136,1918,346,-3808,74,354,-97,43,218,-653
137,1892,312,-3800,87,361,-82,43,218,-653
138,1867,262,-3779,100,385,-68,43,218,-653
139,1888,347,-3773,108,456,-48,43,218,-653
140,1901,359,-3719,115,519,-39,43,218,-653
141,1930,394,-3747,143,573,-38,43,218,-653
142,1928,399,-3752,201,594,-46,43,218,-653
143,1966,390,-3823,261,595,-59,43,206,-644
144,1960,397,-3842,305,610,-69,54,206,-644
145,1975,359,-3892,313,618,-83,54,206,-644
146,1961,342,-3836,279,630,-84,54,206,-644
147,1987,317,-3838,243,599,-87,54,206,-644
148,1995,292,-3823,227,560,-91,54,206,-644
149,1989,273,-3827,214,543,-83,54,206,-644
150,2003,267,-3854,174,556,-66,54,206,-644
151,2053,282,-3865,121,550,-56,54,206,-644
152,2055,296,-3905,102,516,-53,54,206,-644
153,2060,279,-3940,122,463,-47,54,206,-644
154,2070,299,-4019,129,394,-52,54,206,-644
155,2047,278,-4009,105,334,-53,54,206,-644
156,2049,206,-3983,55,292,-38,54,206,-644
157,2002,203,-3968,-4,252,-38,54,206,-644
158,2017,244,-3923,-54,239,-34,54,206,-644
159,1988,277,-3873,-73,245,-37,54,206,-644
160,1984,305,-3799,-55,259,-36,64,201,-639
161,2014,345,-3775,-35,284,-52,64,201,-639
162,1990,322,-3748,-14,328,-64,64,201,-639
163,1998,334,-3661,0,335,-62,64,201,-639
164,2016,326,-3770,23,340,-76,64,201,-639
165,2011,323,-3740,48,355,-81,64,201,-639
166,2011,337,-3726,77,379,-84,64,201,-639
167,2004,323,-3722,92,409,-101,64,201,-639
168,2014,292,-3687,85,426,-104,64,201,-639
169,2052,275,-3665,76,430,-107,64,201,-639
170,2031,253,-3650,77,436,-101,64,201,-639
171,2002,245,-3611,88,460,-93,64,201,-639
172,2013,280,-3652,96,497,-99,64,201,-639
173,2041,292,-3684,94,524,-103,64,201,-639
174,2080,294,-3679,98,553,-122,64,201,-639
175,2057,340,-3625,106,598,-143,64,201,-639
176,2051,339,-3701,135,641,-173,68,207,-653
177,2046,357,-3741,174,660,-206,68,207,-653
178,2093,338,-3766,233,663,-237,68,207,-653
179,2103,349,-3847,263,642,-264,68,207,-653
180,2129,354,-3938,296,566,-277,68,207,-653
181,2117,359,-3922,265,507,-288,68,207,-653
182,2119,373,-3946,222,442,-316,68,207,-653
183,2113,362,-3884,191,373,-331,68,207,-653
184,2058,350,-3760,187,317,-342,68,207,-653
185,2089,368,-3679,198,251,-346,68,207,-653
186,2082,431,-3573,192,262,-353,68,207,-653
187,2041,432,-3542,200,303,-383,68,207,-653
188,2072,514,-3458,216,358,-417,68,207,-653
189,2054,588,-3434,267,427,-473,68,207,-653
190,2067,634,-3438,338,478,-533,68,207,-653
191,2060,620,-3430,420,540,-585,68,207,-653
192,2070,655,-3437,497,589,-649,84,195,-648
193,2047,673,-3370,565,581,-710,84,195,-648
194,2020,702,-3318,583,599,-741,84,195,-648
195,2032,771,-3252,630,599,-774,84,195,-648
196,2042,824,-3174,677,636,-819,84,195,-648
197,2039,817,-3083,752,698,-862,84,195,-648
198,2055,823,-3143,870,740,-904,84,195,-648
199,2039,843,-3205,998,759,-955,84,195,-648
200,2056,774,-3295,1117,766,-1005,84,195,-648
201,2179,797,-3361,1225,730,-1056,84,195,-648
202,2090,672,-3559,1236,690,-1114,84,195,-648
203,2233,716,-3713,1189,614,-1169,84,195,-648
204,2255,596,-3927,1297,452,-1226,84,195,-648
205,2298,430,-4031,1332,227,-1250,84,195,-648
206,2363,281,-4102,1287,-63,-1241,84,195,-648
207,2237,52,-4276,1171,-261,-1226,84,195,-648
208,2233,-23,-4329,966,-387,-1202,81,179,-649
209,2300,-81,-4296,736,-576,-1139,81,179,-649
210,2310,-155,-4204,463,-766,-1073,81,179,-649
211,2316,-91,-4173,326,-950,-1038,81,179,-649
212,2237,-118,-4200,181,-965,-1005,81,179,-649
213,2218,-195,-4185,180,-1035,-952,81,179,-649
214,2216,-207,-4306,107,-1143,-876,81,179,-649
215,2215,-279,-4570,-73,-1292,-783,81,179,-649
216,2215,-230,-4608,-297,-1468,-707,81,179,-649
217,2208,-161,-4649,-547,-1650,-642,81,179,-649
218,2233,-7,-4635,-734,-1819,-618,81,179,-649
219,2262,203,-4526,-830,-2037,-628,81,179,-649
220,2264,261,-4435,-950,-2243,-645,81,179,-649
221,2234,349,-4294,-1010,-2433,-689,81,179,-649
222,2249,501,-4214,-1009,-2593,-750,81,179,-649
223,2244,545,-4166,-1068,-2659,-828,81,179,-649
224,2287,588,-4164,-1067,-2765,-940,37,197,-662
225,2270,566,-4286,-1037,-2922,-1078,37,197,-662
226,2339,577,-4358,-1003,-3162,-1167,37,197,-662
227,2260,475,-4491,-1051,-3416,-1231,37,197,-662
228,2208,431,-4680,-1127,-3428,-1306,37,197,-662
229,2346,433,-4782,-1174,-3675,-1387,37,197,-662
230,2267,412,-4913,-1173,-3880,-1456,37,197,-662
231,2322,439,-5056,-1062,-4115,-1517,37,197,-662
232,2228,333,-5283,-933,-4396,-1568,37,197,-662
233,2123,196,-5426,-827,-4678,-1599,37,197,-662
234,1940,-46,-5683,-915,-4931,-1577,37,197,-662
235,1787,-271,-5799,-1352,-5076,-1514,37,197,-662
236,1872,-176,-5862,-1629,-5613,-1421,37,197,-662
237,1747,-140,-5664,-1931,-5800,-1373,37,197,-662
238,2209,-272,-5025,-2508,-5988,-1401,37,197,-662
239,1936,-103,-4358,-2903,-6342,-1401,37,197,-662
240,1400,5,-3669,-3080,-5838,-1335,-61,227,-648
241,1516,135,-3231,-3019,-5773,-1299,-61,227,-648
242,1084,362,-3232,-2640,-5289,-1286,-61,227,-648
243,1061,323,-3333,-2475,-4842,-1256,-61,227,-648
244,1078,509,-3538,-2336,-4514,-1241,-61,227,-648
245,1183,679,-3744,-2109,-4293,-1278,-61,227,-648
246,1249,714,-4117,-1932,-4298,-1341,-61,227,-648
247,1240,678,-4465,-1862,-4377,-1373,-61,227,-648
248,1215,646,-4534,-1961,-4491,-1403,-61,227,-648
249,1151,623,-4457,-2030,-4560,-1412,-61,227,-648
250,979,515,-4387,-2048,-4512,-1392,-61,227,-648
251,963,397,-4273,-2089,-4447,-1346,-61,227,-648
252,841,302,-4260,-2177,-4393,-1257,-61,227,-648
253,734,175,-4201,-2310,-4383,-1165,-61,227,-648
254,622,101,-4116,-2483,-4377,-1045,-61,227,-648
255,575,218,-4091,-2607,-4371,-947,-174,280,-620
256,682,389,-4108,-2751,-4458,-869,-174,280,-620
257,837,698,-4042,-2847,-4594,-883,-174,280,-620
258,806,999,-3845,-2616,-4665,-962,-174,280,-620
259,696,909,-3760,-2231,-4648,-1004,-174,280,-620
260,594,737,-3619,-1921,-4559,-990,-174,280,-620
261,470,659,-3549,-1631,-4408,-892,-174,280,-620
262,251,544,-3688,-1423,-4168,-810,-174,280,-620
263,123,390,-3793,-1408,-3932,-721,-174,280,-620
264,27,287,-3996,-1470,-3812,-608,-174,280,-620
265,10,335,-4171,-1600,-3818,-485,-174,280,-620
266,113,438,-4216,-1823,-3938,-371,-174,280,-620
267,142,606,-4113,-1974,-4071,-324,-174,280,-620
268,94,694,-4042,-1844,-4117,-250,-174,280,-620
269,26,634,-3991,-1649,-4146,-168,-174,280,-620
270,-40,457,-4123,-1541,-4224,-56,-174,280,-620
271,-68,406,-4371,-1586,-4288,71,-269,327,-584
272,-80,422,-4497,-1755,-4342,167,-269,327,-584
273,-113,485,-4472,-1838,-4396,274,-269,327,-584
274,-155,470,-4450,-1808,-4405,389,-269,327,-584
275,-207,400,-4524,-1766,-4405,511,-269,327,-584
276,-215,356,-4742,-1793,-4418,668,-269,327,-584
277,-207,362,-4837,-1949,-4451,824,-269,327,-584
278,-91,581,-4592,-2162,-4514,929,-269,327,-584
279,-130,1159,-4137,-2031,-4424,959,-269,327,-584
280,-129,1415,-3878,-1640,-4184,918,-269,327,-584
281,-143,1407,-3777,-1311,-3861,865,-269,327,-584
282,-186,1300,-3764,-1268,-3546,866,-269,327,-584
283,-301,1298,-3867,-1384,-3212,881,-269,327,-584
284,-260,1453,-3833,-1452,-2931,856,-269,327,-584
285,-259,1641,-3777,-1386,-2749,798,-269,327,-584
286,-304,1780,-3857,-1165,-2597,703,-269,327,-584
287,-304,1731,-4040,-954,-2529,608,-321,356,-534
288,-335,1525,-4134,-869,-2533,557,-321,356,-534
289,-401,1331,-4171,-940,-2563,560,-321,356,-534
290,-539,1228,-4050,-1023,-2482,613,-321,356,-534
291,-621,1171,-3856,-995,-2347,685,-321,356,-534
292,-654,1113,-3850,-900,-2196,770,-321,356,-534
293,-688,1098,-4102,-823,-2065,860,-321,356,-534
294,-666,1052,-4354,-869,-2020,927,-321,356,-534
295,-634,1071,-4496,-1060,-2067,1011,-321,356,-534
296,-651,1161,-4457,-1239,-2141,1066,-321,356,-534
297,-632,1282,-4128,-1245,-2169,1104,-321,356,-534
298,-680,1264,-3766,-1068,-2097,1167,-321,356,-534
299,-746,1160,-3602,-952,-1956,1266,-321,356,-534
300,-824,1150,-3499,-907,-1716,1368,-321,356,-534
301,-825,1176,-3490,-881,-1508,1479,-321,356,-534
302,-770,1309,-3587,-792,-1335,1558,-343,382,-497
303,-691,1486,-3670,-630,-1267,1599,-343,382,-497
304,-777,1547,-3842,-405,-1147,1601,-343,382,-497
305,-668,1509,-3983,-299,-1101,1596,-343,382,-497
306,-657,1426,-4006,-307,-1048,1611,-343,382,-497
307,-710,1301,-3848,-302,-981,1647,-343,382,-497
308,-778,1264,-3822,-275,-847,1731,-343,382,-497
309,-801,1233,-3762,-207,-700,1829,-343,382,-497
310,-820,1154,-3819,-99,-568,1908,-343,382,-497
311,-785,1050,-3925,-55,-515,2016,-343,382,-497
312,-787,1045,-3876,-98,-472,2109,-343,382,-497
313,-720,1211,-3780,-176,-474,2168,-343,382,-497
314,-721,1375,-3569,-162,-469,2191,-343,382,-497
315,-818,1618,-3289,31,-396,2177,-343,382,-497
316,-649,1482,-3035,207,-298,2198,-343,382,-497
317,-678,1504,-2892,375,-54,2259,-343,382,-497
318,-671,1530,-3016,391,139,2289,-335,407,-490
319,-549,1490,-3224,515,248,2310,-335,407,-490
320,-524,1506,-3537,702,271,2326,-335,407,-490
321,-542,1534,-3781,822,271,2330,-335,407,-490
322,-673,1182,-3829,892,231,2380,-335,407,-490
323,-877,1160,-3929,1112,426,2500,-335,407,-490
324,-443,777,-3842,970,449,2617,-335,407,-490
325,-514,1028,-3914,1071,656,2742,-335,407,-490
326,-685,1057,-3965,867,818,2895,-335,407,-490
327,-516,1036,-4008,653,977,2952,-335,407,-490
328,-553,1157,-4094,472,1181,3053,-335,407,-490
329,-621,1286,-4075,401,1368,3078,-335,407,-490
330,-384,1309,-3898,333,1503,3059,-335,407,-490
331,-241,1496,-3903,410,1738,3080,-335,407,-490
332,-332,1456,-3633,519,2059,3149,-335,407,-490
333,-493,1823,-3395,612,2127,3058,-335,407,-259
334,-128,1614,-3496,689,2351,2931,-270,407,-515
335,-166,1758,-3423,715,2467,2956,-270,407,-515
336,-45,1706,-3345,590,2580,2919,-270,407,-515
337,-39,1629,-3263,477,2652,2930,-270,407,-515
338,-240,2014,-3608,516,2811,2840,-270,407,-515
339,168,1646,-3386,752,2845,2764,-270,407,-515
340,-319,2297,-3620,980,2948,2655,-270,407,-515
341,278,1756,-3500,1317,2968,2560,-270,407,-515
342,-21,2088,-3809,1498,2854,2490,-270,407,-515
343,107,1740,-3979,1604,2864,2415,-270,407,-515
344,342,1679,-4373,1444,2540,2340,-270,407,-515
345,252,1690,-4566,1360,2249,2254,-270,407,-515
346,417,1461,-4661,922,1891,2219,-270,407,-515
347,-76,2091,-4239,1527,2221,2177,-270,407,-515
348,266,1219,-4118,973,1975,2172,-270,407,-515
349,-134,1415,-4067,1393,2297,2179,-194,396,-539
350,179,1100,-3965,1163,2328,2200,-194,396,-539
351,426,1185,-3966,917,2245,2278,-194,396,-539
352,228,1411,-3894,855,2461,2262,-194,396,-539
353,430,1178,-3817,797,2445,2223,-194,396,-539
354,278,1362,-3848,832,2554,2195,-194,396,-539
355,507,1647,-3524,1040,2893,2166,-194,396,-539
356,442,1719,-3493,875,3003,2117,-194,396,-539
357,444,1713,-3275,954,3095,2078,-194,396,-539
358,441,1825,-3162,980,3330,1985,-194,396,-539
359,507,2001,-2930,1302,3585,1860,-194,396,-539
360,588,1917,-3056,1602,3832,1764,-194,396,-539
361,650,1819,-3187,1926,3937,1708,-194,396,-539
362,638,1693,-3469,2056,3976,1620,-194,396,-539
363,748,1568,-3880,2178,3955,1567,-194,396,-539
364,796,1346,-4302,2142,3800,1516,-194,396,-539
365,800,1213,-4567,2080,3563,1472,-113,383,-572
366,901,1051,-4668,1854,3332,1493,-113,383,-572
367,911,1050,-4662,1510,3102,1500,-113,383,-572
368,900,1189,-4513,1224,3021,1519,-113,383,-572
369,928,1380,-4373,1045,2953,1491,-113,383,-572
370,1027,1540,-4252,1050,2887,1410,-113,383,-572
371,1101,1601,-4210,1124,2774,1315,-113,383,-572
372,1131,1645,-4168,1255,2697,1176,-113,383,-572
373,1205,1503,-3939,1377,2705,1099,-113,383,-572
374,1188,1566,-3778,1462,2847,1039,-113,383,-572
375,1107,1479,-3739,1530,3018,990,-113,383,-572
376,1140,1401,-3466,1590,3232,981,-113,383,-572
377,1070,1386,-3341,1665,3467,938,-113,383,-572
378,1136,1312,-3250,1654,3703,909,-113,383,-572
379,1089,1241,-3126,1717,3998,898,-113,383,-572
380,1127,1223,-2947,1809,4373,905,-32,339,-595
381,1157,1173,-2922,1900,4722,908,-32,339,-595
382,1205,1211,-3053,2022,5055,867,-32,339,-595
383,1261,1092,-3377,2151,5290,810,-32,339,-595
384,1408,1071,-3692,2219,5360,721,-32,339,-595
385,1505,987,-4011,2217,5309,635,-32,339,-595
386,1612,974,-4309,2207,5086,507,-32,339,-595
387,1652,950,-4708,2129,4840,405,-32,339,-595
388,1737,1014,-5042,2028,4448,318,-32,339,-595
389,1854,929,-5155,1716,4082,227,-32,339,-595
390,1815,1147,-5041,1595,3719,136,-32,339,-595
391,1900,924,-4953,1236,3356,93,-32,339,-595
392,1851,1211,-4672,1143,3141,48,-32,339,-595
393,1870,1141,-4366,1080,2981,-14,-32,339,-595
394,1845,1106,-4203,964,2891,-67,-32,339,-595
395,1784,1163,-4016,944,2887,-114,-32,339,-595
396,1793,1161,-3882,977,2904,-169,43,302,-606
397,1787,1208,-3605,976,2999,-239,43,302,-606
398,1775,1236,-3336,1008,3158,-311,43,302,-606
399,1816,1262,-3210,1161,3345,-368,43,302,-606
400,1828,1158,-3052,1362,3539,-442,43,302,-606
401,1833,1025,-2941,1519,3776,-483,43,302,-606
402,1883,887,-2862,1581,4016,-494,43,302,-606
403,1793,808,-2879,1647,4293,-488,43,302,-606
404,1809,712,-2908,1648,4607,-457,43,302,-606
405,1822,646,-2879,1574,4925,-435,43,302,-606
406,1850,663,-2765,1519,5195,-450,43,302,-606
407,1955,824,-2595,1678,5346,-479,43,302,-606
408,1177,938,-1533,1743,4466,-435,43,302,-606
409,2189,964,-2994,1804,5751,-556,43,302,-606
410,2362,1178,-3233,2214,5430,-664,43,302,-606
411,2377,1122,-4056,2675,5029,-808,43,302,-606
412,2570,1063,-4677,3019,4487,-1010,122,277,-611
413,2680,890,-5244,3020,3655,-1191,122,277,-611
414,2522,769,-5641,2839,3180,-1337,122,277,-611
415,2535,725,-5740,2515,2699,-1444,122,277,-611
416,2575,701,-5572,2136,2259,-1529,122,277,-611
417,2591,770,-5222,1816,1921,-1584,122,277,-611
418,2707,899,-4657,1653,1599,-1642,122,277,-611
419,2753,992,-4127,1614,1267,-1709,122,277,-611
420,2700,1023,-3697,1608,1060,-1783,122,277,-611
421,2628,1115,-3321,1678,1066,-1846,122,277,-611
422,2620,1133,-3133,1785,1151,-1928,122,277,-611
423,2603,1183,-2994,1846,1271,-2000,122,277,-611
424,2560,1248,-2904,1953,1441,-2099,122,277,-611
425,2992,1398,-2590,2125,1431,-2380,122,277,-611
426,2310,1680,-2503,2966,1420,-2473,122,277,-611
427,2392,1162,-3008,3312,1630,-2434,144,234,-613
428,2516,949,-2918,2862,1820,-2526,144,234,-613
429,2552,915,-2841,2391,2022,-2613,144,234,-613
430,2527,960,-2851,2195,2116,-2647,144,234,-613
431,2489,977,-2906,2352,2148,-2718,144,234,-613
432,2589,921,-3152,2654,2007,-2797,144,234,-613
433,2621,777,-3342,2901,1745,-2837,144,234,-613
434,2690,676,-3810,2905,1468,-2859,144,234,-613
435,2721,607,-3977,2675,1186,-2879,144,234,-613
436,2905,838,-4033,2509,821,-2921,144,234,-613
437,2874,915,-4123,2317,509,-3036,144,234,-613
438,3046,1047,-4091,2137,99,-3153,144,234,-613
439,3073,1075,-4121,2070,-507,-3294,144,234,-613
440,3108,1088,-4170,2051,-1031,-3463,144,234,-613
441,2813,622,-4401,1536,-1238,-3483,144,234,-613
442,2844,764,-4476,1363,-1628,-3558,144,234,-613
443,2646,662,-4616,1254,-1900,-3592,129,214,-626
444,2634,605,-4535,1101,-2188,-3603,129,214,-626
445,2566,559,-4630,1009,-2621,-3626,129,214,-626
446,2649,157,-4514,769,-3159,-3646,129,214,-626
447,2736,-431,-4358,134,-3853,-3488,129,214,-626
448,2695,-622,-4019,-471,-4603,-3275,129,214,-626
449,2243,-641,-3988,-1114,-4901,-3006,129,214,-626
450,2175,-681,-3975,-1635,-4838,-2777,129,214,-626
451,2233,-463,-3881,-1922,-4833,-2600,129,214,-626
452,2182,-255,-3834,-2075,-4792,-2464,129,214,-626
453,2207,56,-3929,-1907,-4843,-2414,129,214,-626
454,2160,204,-4364,-1580,-4888,-2438,129,214,-626
455,2111,265,-4753,-1264,-4929,-2477,129,214,-626
456,2100,389,-5032,-1013,-4989,-2516,129,214,-626
457,2191,238,-5109,-842,-5012,-2648,129,214,-626
458,2300,-21,-4828,-883,-5155,-2730,15,258,-644
459,2149,-214,-4736,-900,-5297,-2645,15,258,-644
460,1865,-327,-4754,-869,-5330,-2526,15,258,-644
461,1661,-435,-5085,-806,-5273,-2372,15,258,-644
462,1698,-333,-5221,-671,-5299,-2246,15,258,-644
463,1947,-693,-5359,-635,-5674,-2154,15,258,-644
464,1981,-949,-5475,-969,-6277,-1991,15,258,-644
465,1625,-962,-5947,-1392,-6935,-1738,15,258,-644
466,1367,-854,-6268,-1917,-7307,-1538,15,258,-644
467,1330,-669,-6309,-2330,-7708,-1387,15,258,-644
468,1242,-633,-6263,-2879,-8076,-1246,15,258,-644
469,1489,-308,-5718,-3419,-8461,-1045,15,258,-644
470,1755,90,-5070,-3875,-8769,-1082,15,258,-644
471,1829,313,-4099,-4030,-8779,-1152,15,258,-644
472,1940,452,-3025,-3809,-8713,-1219,15,258,-644
473,1512,576,-2550,-3106,-8412,-1231,15,258,-644
474,157,393,-3059,-2367,-7212,-1235,-138,303,-614
475,1128,332,-3055,-1749,-6547,-1124,-138,303,-614
476,521,288,-3939,-1468,-6000,-1014,-138,303,-614
477,1082,354,-4422,-1681,-5613,-849,-138,303,-614
478,1028,461,-4804,-1815,-5754,-827,-138,303,-614
479,806,584,-4998,-1820,-5545,-789,-138,303,-614
480,774,631,-4944,-1754,-5526,-757,-138,303,-614
481,662,539,-4806,-1665,-5321,-709,-138,303,-614
482,878,354,-4388,-1859,-5271,-612,-138,303,-614
483,828,332,-3891,-2122,-5259,-473,-138,303,-614
484,686,361,-3597,-2246,-5169,-319,-138,303,-614
485,459,466,-3611,-2183,-4986,-168,-138,303,-614
486,309,594,-3772,-2025,-4750,-54,-138,303,-614
487,181,674,-3901,-1870,-4521,55,-138,303,-614
488,110,709,-3940,-1742,-4280,157,-138,303,-614
489,82,720,-3954,-1655,-4055,274,-251,342,-566
490,102,820,-3739,-1518,-3892,357,-251,342,-566
491,56,894,-3545,-1281,-3698,474,-251,342,-566
492,1,951,-3446,-965,-3413,568,-251,342,-566
493,-134,904,-3540,-680,-3219,674,-251,342,-566
494,-123,810,-3769,-528,-3014,777,-251,342,-566
495,-110,774,-3952,-522,-2941,882,-251,342,-566
496,-111,860,-4018,-548,-2891,987,-251,342,-566
497,-93,980,-4013,-566,-2808,1086,-251,342,-566
498,-96,1062,-3894,-498,-2692,1173,-251,342,-566
499,-112,1053,-3864,-380,-2610,1274,-251,342,-566
500,-201,963,-3901,-311,-2459,1410,-251,342,-566
501,-208,908,-3827,-342,-2288,1541,-251,342,-566
502,-258,933,-3725,-365,-2080,1671,-251,342,-566
503,-267,1062,-3657,-299,-1827,1788,-251,342,-566
504,-277,1155,-3653,-159,-1549,1886,-251,342,-566
505,-267,1168,-3671,30,-1251,1988,-290,369,-545
506,-204,1036,-3685,177,-994,2097,-290,369,-545
